item_id,source_id,source_question_no,source_page,solution_page,source_fingerprint,structure_fingerprint,source_type_label,answer_key,response_format,primary_problem_type_id,secondary_problem_type_ids,concept_ids,prerequisite_concept_ids,future_connection_ids,difficulty,observed_accuracy_percent,observed_challenge_band,variant_id,near_duplicate_group,mapping_status,mapping_confidence,review_status
M2_NE_150_S06_Q044,SRC_M2_NE_150_WORKSHEET_SET06_20260710,044,6,29,b6f445d371d29597e075ef33d82597ca9667240977a827c94cea16992cc2a6be,55825d0b980eeced0ce026940de2db7e4650c99ddd037377bb9bc9499cabea52,순환소수를 포함한 부등식의 계산,26,integer,M2_NE_PT053,,M2_NE_C015|M2_NE_C017,M2_NE_C012|M2_NE_C016,,advanced,52,high_observed_challenge,M2_NE_PT053__M2NE150S06_Q044,M2_NE_PT053::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q045,SRC_M2_NE_150_WORKSHEET_SET06_20260710,045,6,29,24af2aa539e9ecf76bebb131cdc9e7ead5d54918cb6c2921465b7ba31589985b,efb11a7de86c7cb11016dc65fb8d398177323c3c7ce52627fb6a0984c824331f,순환소수를 포함한 부등식의 계산,choice:2,single_choice,M2_NE_PT053,,M2_NE_C015|M2_NE_C017,M2_NE_C012|M2_NE_C016,,advanced,80,low_observed_challenge,M2_NE_PT053__M2NE150S06_Q045,M2_NE_PT053::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q046,SRC_M2_NE_150_WORKSHEET_SET06_20260710,046,6,29,6276530ef62cb40f13a03d4239c5e0d695264ae117939969fa3461a0ab59d5e1,e10079c45bd19f8b82210803fb17654b58f469c31bb7fbaef29ddf9c1b4ce517,순환소수를 포함한 등식에서 미지수의 값 구하기,71,integer,M2_NE_PT057,M2_NE_PT055,M2_NE_C012|M2_NE_C013|M2_NE_C017,M2_NE_C009|M2_NE_C012|M2_NE_C016,,advanced,67,medium_observed_challenge,M2_NE_PT057__M2NE150S06_Q046,M2_NE_PT057::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q047,SRC_M2_NE_150_WORKSHEET_SET06_20260710,047,7,29,91587ed0a399dbe37ff74634dc24971841d1f1c74ce0573fa5fbd85a42d2435d,e10079c45bd19f8b82210803fb17654b58f469c31bb7fbaef29ddf9c1b4ce517,순환소수를 포함한 등식에서 미지수의 값 구하기,62,integer,M2_NE_PT057,M2_NE_PT055,M2_NE_C012|M2_NE_C013|M2_NE_C017,M2_NE_C009|M2_NE_C012|M2_NE_C016,,advanced,64,high_observed_challenge,M2_NE_PT057__M2NE150S06_Q047,M2_NE_PT057::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q048,SRC_M2_NE_150_WORKSHEET_SET06_20260710,048,7,29,78957867ba13fe2f23f3854ce28ea4712b0f83f3c4f5e646a8ea46e1a21bca01,6fc6a362d6261ae439396a8e3eb1529a7474a174f3104bf6d2efd49d0eab9ee7,순환소수를 포함한 등식에서 미지수의 값 구하기,6,integer,M2_NE_PT055,M2_NE_PT050,M2_NE_C012|M2_NE_C013|M2_NE_C017,M2_NE_C009|M2_NE_C012|M2_NE_C016,,advanced,67,medium_observed_challenge,M2_NE_PT055__M2NE150S06_Q048,M2_NE_PT055::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q049,SRC_M2_NE_150_WORKSHEET_SET06_20260710,049,7,29,5c900fa970bab08d17fd07d91117eab99069f6f3c304f94484b1f3f36166cd7f,6fc6a362d6261ae439396a8e3eb1529a7474a174f3104bf6d2efd49d0eab9ee7,순환소수를 포함한 등식에서 미지수의 값 구하기,1,integer,M2_NE_PT055,M2_NE_PT050,M2_NE_C012|M2_NE_C013|M2_NE_C017,M2_NE_C009|M2_NE_C012|M2_NE_C016,,advanced,53,high_observed_challenge,M2_NE_PT055__M2NE150S06_Q049,M2_NE_PT055::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q050,SRC_M2_NE_150_WORKSHEET_SET06_20260710,050,7,29,107fdbdfd01d8feec3f44e617f3fe48768451609bd1e7c0c4a8b943b019205d3,3f5b4dcb59df1904cbfa1061749bc5475adb1703a25960389b68be1dd90f44f3,잘못 계산한 경우 어떤 수/바르게 계산한 값 구하기,2700,integer,M2_NE_PT062,M2_NE_PT061,M2_NE_C018|M2_NE_C016,M2_NE_C012|M2_NE_C017,,advanced,56,high_observed_challenge,M2_NE_PT062__M2NE150S06_Q050,M2_NE_PT062::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q051,SRC_M2_NE_150_WORKSHEET_SET06_20260710,051,7,30,c24cd3f39ca1df5ce6c619fa27a269c3e2a31fdfd57713f782c2113cd2df65a5,5765388bbf764bc896a6714c73f2acb68cae10cbbe31843ac7db9086de41506e,잘못 계산한 경우 어떤 수/바르게 계산한 값 구하기,choice:3,single_choice,M2_NE_PT062,M2_NE_PT061,M2_NE_C018|M2_NE_C016,M2_NE_C012|M2_NE_C017,,advanced,73,medium_observed_challenge,M2_NE_PT062__M2NE150S06_Q051,M2_NE_PT062::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q052,SRC_M2_NE_150_WORKSHEET_SET06_20260710,052,7,30,3784420b90223d9bb5b53c161754d87d75fbc6b0fbf779f94ed4c71b47165aef,3f5b4dcb59df1904cbfa1061749bc5475adb1703a25960389b68be1dd90f44f3,잘못 계산한 경우 어떤 수/바르게 계산한 값 구하기,100,integer,M2_NE_PT062,M2_NE_PT061,M2_NE_C018|M2_NE_C016,M2_NE_C012|M2_NE_C017,,advanced,61,high_observed_challenge,M2_NE_PT062__M2NE150S06_Q052,M2_NE_PT062::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q053,SRC_M2_NE_150_WORKSHEET_SET06_20260710,053,7,30,8a8e4bf97a2a2dd83020ac91cdd12efeab66fc36b03c75f8f3e25c29e3ffedc0,e3b2d3ec2491dbf44e186313721f1f2a846a120830e28e873258ee9dd2727ae0,잘못 계산한 경우 어떤 수/바르게 계산한 값 구하기,0.375,expression,M2_NE_PT062,M2_NE_PT061,M2_NE_C018|M2_NE_C016,M2_NE_C012|M2_NE_C017,,advanced,69,medium_observed_challenge,M2_NE_PT062__M2NE150S06_Q053,M2_NE_PT062::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q054,SRC_M2_NE_150_WORKSHEET_SET06_20260710,054,7,30,9585165ed8a3dba7e45b2064b30e58e5c25672d755a002d85c0f4fe0ed6362a4,84be0bfd6e34ff09c231b981f15da774752e498dae7558709fa8a7f07770f225,(순환소수)X x가 유한소수 또는 자연수가 되도록 하는 x의 값 구하기,"choices:3,5",multiple_choice,M2_NE_PT063,,M2_NE_C012|M2_NE_C013|M2_NE_C019,M2_NE_C009|M2_NE_C012,,advanced,84,low_observed_challenge,M2_NE_PT063__M2NE150S06_Q054,M2_NE_PT063::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q055,SRC_M2_NE_150_WORKSHEET_SET06_20260710,055,7,30,387a98e94c09748839d838dff793c58576126dd81bb2ed1b247b09e9f56bbfa9,af1721be94958d859b60f2ffac0baecc718b5f2c69acb1c1d40c8058096d8659,(순환소수)X x가 유한소수 또는 자연수가 되도록 하는 x의 값 구하기,3,integer,M2_NE_PT063,M2_NE_PT064,M2_NE_C012|M2_NE_C013|M2_NE_C019,M2_NE_C009|M2_NE_C012,,advanced,63,high_observed_challenge,M2_NE_PT063__M2NE150S06_Q055,M2_NE_PT063::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q056,SRC_M2_NE_150_WORKSHEET_SET06_20260710,056,7,30,2c4d1945dd6a64b7566b46aad58d973975dfa6cbf6337a369f4e4820ead10964,d67fb6dc8493d63e3c0def60627e4b97c17df683dc89afb694a9456c6118ae0a,(순환소수)X x가 유한소수 또는 자연수가 되도록 하는 x의 값 구하기,18,integer,M2_NE_PT064,,M2_NE_C012|M2_NE_C013|M2_NE_C019,M2_NE_C009|M2_NE_C012,,advanced,79,medium_observed_challenge,M2_NE_PT064__M2NE150S06_Q056,M2_NE_PT064::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q057,SRC_M2_NE_150_WORKSHEET_SET06_20260710,057,8,30,88085a2ced07c5472a1e83d71ff59bfdda9515600a3415dd72b5bd7132874e9a,0606b8f2e18b20217e3547e53b974e9afe66e24053e1cf00a1e8951b9ced8c5e,유리수와 순환소수의 관계-소수의 이해,"choices:2,3",multiple_choice,M2_NE_PT068,,M2_NE_C001|M2_NE_C014|M2_NE_C020,M1_IR_C005|M2_NE_C013|M2_NE_C014,,core,72,medium_observed_challenge,M2_NE_PT068__M2NE150S06_Q057,M2_NE_PT068::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q058,SRC_M2_NE_150_WORKSHEET_SET06_20260710,058,8,30,7a12a5691c2ad4f9e85f7a782714c390ef93f33e5c7a73a37f6ba9656bbf4e4b,0606b8f2e18b20217e3547e53b974e9afe66e24053e1cf00a1e8951b9ced8c5e,유리수와 순환소수의 관계-소수의 이해,"choices:3,4",multiple_choice,M2_NE_PT068,,M2_NE_C001|M2_NE_C014|M2_NE_C020,M1_IR_C005|M2_NE_C013|M2_NE_C014,,core,63,high_observed_challenge,M2_NE_PT068__M2NE150S06_Q058,M2_NE_PT068::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q059,SRC_M2_NE_150_WORKSHEET_SET06_20260710,059,8,30,2dbc126ec0ff8de81c8251f8be2ef7204be06c26b90efaf7583542dc876a71d2,078dd10c2020b2a1c511186b0ce08fdaa89aa73918e3fb8bd4213c596f0370b6,유리수와 순환소수의 관계-소수의 이해,choice:2,single_choice,M2_NE_PT068,M2_NE_PT067,M2_NE_C001|M2_NE_C014|M2_NE_C020,M1_IR_C005|M2_NE_C013|M2_NE_C014,,core,75,medium_observed_challenge,M2_NE_PT068__M2NE150S06_Q059,M2_NE_PT068::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q060,SRC_M2_NE_150_WORKSHEET_SET06_20260710,060,8,30,e260850b047f8b8b904d34b7d3caf20cb4c36dbe2b8242633ca75a17d60fc605,82a0fbd4293dd62f283298a715b998d140748015af2e1ced5e909bc860fa45cd,지수법칙(1) - 거듭제곱의 곱셈,choice:4,single_choice,M2_NE_PT073,M2_NE_PT069,M2_NE_C021|M2_NE_C022|M2_NE_C028|M2_NE_C029|M2_NE_C036,M2_NE_C021|M1_IR_C022,M3_POLY_C001,core,81,low_observed_challenge,M2_NE_PT073__M2NE150S06_Q060,M2_NE_PT073::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q061,SRC_M2_NE_150_WORKSHEET_SET06_20260710,061,8,30,8c1c7113b1e9f460546da392f0f8e3970432707e8b76e0268d47d03db88a43c5,82a0fbd4293dd62f283298a715b998d140748015af2e1ced5e909bc860fa45cd,지수법칙(1) - 거듭제곱의 곱셈,choice:3,single_choice,M2_NE_PT073,M2_NE_PT069,M2_NE_C021|M2_NE_C022|M2_NE_C028|M2_NE_C029|M2_NE_C036,M2_NE_C021|M1_IR_C022,M3_POLY_C001,core,83,low_observed_challenge,M2_NE_PT073__M2NE150S06_Q061,M2_NE_PT073::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q062,SRC_M2_NE_150_WORKSHEET_SET06_20260710,062,8,30,061c078206e9c2c62a89e0e80abb834450e5a0d25428210ea753e202cb97243b,d3bd8fa73c155fbab1bf4e61a6a46866e9f78bab26ec818c13613bec9bf062dc,지수법칙(1) - 거듭제곱의 곱셈,choice:1,single_choice,M2_NE_PT072,,M2_NE_C021|M2_NE_C022|M2_NE_C028|M2_NE_C029|M2_NE_C036,M2_NE_C021|M1_IR_C022,M3_POLY_C001,core,77,medium_observed_challenge,M2_NE_PT072__M2NE150S06_Q062,M2_NE_PT072::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q063,SRC_M2_NE_150_WORKSHEET_SET06_20260710,063,8,31,bdef643ef9e049338c7f5b5ffd104ea00efbcbf7e5e17f759bcff4f3bbd7ad7c,9f45d611081f6cd000129f8725f474f59b27f8f2b03aaa3828939eba236f9fc9,지수법칙(3) - 거듭제곱의 나눗셈,9,integer,M2_NE_PT080,,M2_NE_C021|M2_NE_C024|M2_NE_C029,M2_NE_C021|M1_IR_C022,,core,78,medium_observed_challenge,M2_NE_PT080__M2NE150S06_Q063,M2_NE_PT080::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q064,SRC_M2_NE_150_WORKSHEET_SET06_20260710,064,8,31,5692e89c0b7af29f2976ca532588dd95cb8ba9bffe69ae7e54bf4b8a648bcff9,af9ec3be98361905d657dbd5455deba6f0c8595441ca62ca415a43f14d5f775d,지수법칙(3) - 거듭제곱의 나눗셈,choice:3,single_choice,M2_NE_PT080,,M2_NE_C021|M2_NE_C024|M2_NE_C029,M2_NE_C021|M1_IR_C022,,core,70,medium_observed_challenge,M2_NE_PT080__M2NE150S06_Q064,M2_NE_PT080::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q065,SRC_M2_NE_150_WORKSHEET_SET06_20260710,065,9,31,2afd27c3a5fb3102ce182266c95a9dbef84ba6c5a1b4e10fcc7757692fc111cf,9f45d611081f6cd000129f8725f474f59b27f8f2b03aaa3828939eba236f9fc9,지수법칙(3) - 거듭제곱의 나눗셈,5,integer,M2_NE_PT080,,M2_NE_C021|M2_NE_C024|M2_NE_C029,M2_NE_C021|M1_IR_C022,,core,66,medium_observed_challenge,M2_NE_PT080__M2NE150S06_Q065,M2_NE_PT080::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q066,SRC_M2_NE_150_WORKSHEET_SET06_20260710,066,9,31,f0fd945f19a1ef1d93abd13d956427688d4f8455e39021e6e5a867c9dd7c43dd,af9ec3be98361905d657dbd5455deba6f0c8595441ca62ca415a43f14d5f775d,지수법칙(3) - 거듭제곱의 나눗셈,choice:4,single_choice,M2_NE_PT080,,M2_NE_C021|M2_NE_C024|M2_NE_C029,M2_NE_C021|M1_IR_C022,,core,67,medium_observed_challenge,M2_NE_PT080__M2NE150S06_Q066,M2_NE_PT080::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q067,SRC_M2_NE_150_WORKSHEET_SET06_20260710,067,9,31,d715b1e82080d28b0f539d1260dabc4e708756a245b38c2e01c04814d98fce47,86415b5c48c2ff8b3847e0df1ce90824134b51e1bedb4af70d25f190cf5e4278,지수법칙(4) - 곱의 거듭제곱,choice:4,single_choice,M2_NE_PT085,,M2_NE_C021|M2_NE_C025|M2_NE_C036,M2_NE_C021|M1_IR_C022,,core,87,low_observed_challenge,M2_NE_PT085__M2NE150S06_Q067,M2_NE_PT085::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q068,SRC_M2_NE_150_WORKSHEET_SET06_20260710,068,9,31,f0e35443e2d323a254f454c957cd25915e0cf15b948ecc239d4b229419be4cc3,abe43fea4c070d3791cd08d944621526792699c61d77c4a338772060bc228c56,지수법칙(4) - 곱의 거듭제곱,48,integer,M2_NE_PT085,,M2_NE_C021|M2_NE_C025|M2_NE_C036,M2_NE_C021|M1_IR_C022,,core,78,medium_observed_challenge,M2_NE_PT085__M2NE150S06_Q068,M2_NE_PT085::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q069,SRC_M2_NE_150_WORKSHEET_SET06_20260710,069,9,31,f5506f02049beaf598189bb3ae11e27651e3eb7e68eaf3023fd01f6e6bf4a7eb,166d1f03915a1a103b3049e467b2506056ad6a8a621823d109cd4d77049f6382,지수법칙(4) - 곱의 거듭제곱,3,integer,M2_NE_PT084,,M2_NE_C021|M2_NE_C025|M2_NE_C036,M2_NE_C021|M1_IR_C022,,core,75,medium_observed_challenge,M2_NE_PT084__M2NE150S06_Q069,M2_NE_PT084::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q070,SRC_M2_NE_150_WORKSHEET_SET06_20260710,070,9,31,1b25686fb8651d2c8f3b49d966268b601bb804a5eef1127f32710f84feb106d8,6cb34d321258892861ceb0a59beda1ef00b90a1eaaca85accdcf54a0abf0380f,지수법칙(6) - 종합,choice:4,single_choice,M2_NE_PT090,M2_NE_PT089,M2_NE_C022|M2_NE_C023|M2_NE_C024|M2_NE_C025|M2_NE_C026|M2_NE_C027,M2_NE_C021|M2_NE_C022|M2_NE_C023|M2_NE_C024|M2_NE_C025|M2_NE_C026|M2_NE_C036|M1_IR_C027,M3_POLY_C001,advanced,91,low_observed_challenge,M2_NE_PT090__M2NE150S06_Q070,M2_NE_PT090::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q071,SRC_M2_NE_150_WORKSHEET_SET06_20260710,071,9,31,0c35aa63d69efea9264431df3a46ffe3fe5bca28a10f523ec26004b06eed8b67,3d538f185059632e72cfcbe82896e9982224199c6f7d2023df41128c24fde229,지수법칙(6) - 종합,choice:3,single_choice,M2_NE_PT091,M2_NE_PT089,M2_NE_C022|M2_NE_C023|M2_NE_C024|M2_NE_C025|M2_NE_C026|M2_NE_C027,M2_NE_C021|M2_NE_C022|M2_NE_C023|M2_NE_C024|M2_NE_C025|M2_NE_C026|M2_NE_C036|M1_IR_C027,M3_POLY_C001,advanced,69,medium_observed_challenge,M2_NE_PT091__M2NE150S06_Q071,M2_NE_PT091::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q072,SRC_M2_NE_150_WORKSHEET_SET06_20260710,072,9,31,4e39902d9daca98526f4d4e4d893e6b15f109c83cd3ba8615047e9bc48715d73,b9321fe4dfc5f341011dd7df1f5a0f8b68d09a267b0647ab163ac39b579909ad,지수법칙(6) - 종합,choice:5,single_choice,M2_NE_PT090,M2_NE_PT089,M2_NE_C022|M2_NE_C023|M2_NE_C024|M2_NE_C025|M2_NE_C026|M2_NE_C027,M2_NE_C021|M2_NE_C022|M2_NE_C023|M2_NE_C024|M2_NE_C025|M2_NE_C026|M2_NE_C036|M1_IR_C027,M3_POLY_C001,advanced,67,medium_observed_challenge,M2_NE_PT090__M2NE150S06_Q072,M2_NE_PT090::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q073,SRC_M2_NE_150_WORKSHEET_SET06_20260710,073,10,32,692489362186a2eea230a5ac173b2d3143da44401e38656ade43ccca03e7e81b,3d538f185059632e72cfcbe82896e9982224199c6f7d2023df41128c24fde229,지수법칙(6) - 종합,choice:5,single_choice,M2_NE_PT091,M2_NE_PT089,M2_NE_C022|M2_NE_C023|M2_NE_C024|M2_NE_C025|M2_NE_C026|M2_NE_C027,M2_NE_C021|M2_NE_C022|M2_NE_C023|M2_NE_C024|M2_NE_C025|M2_NE_C026|M2_NE_C036|M1_IR_C027,M3_POLY_C001,advanced,55,high_observed_challenge,M2_NE_PT091__M2NE150S06_Q073,M2_NE_PT091::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q074,SRC_M2_NE_150_WORKSHEET_SET06_20260710,074,10,32,c5635cd09ebb322eb12220e28bd8c02240829300e153833254778919d09763bf,20be38e06af33aeea52c1c9c697e0e947448f02828a70c4f1c902a9de3ba456c,지수법칙을 이용한 실생활 문제,500초,expression,M2_NE_PT096,,M2_NE_C027|M2_NE_C030,M2_NE_C022|M2_NE_C023|M2_NE_C024|M2_NE_C025|M2_NE_C026|M2_NE_C027|M2_NE_C036|M1_IR_C027,M3_POLY_C001,advanced,54,high_observed_challenge,M2_NE_PT096__M2NE150S06_Q074,M2_NE_PT096::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q075,SRC_M2_NE_150_WORKSHEET_SET06_20260710,075,10,32,1aa175abe29e0aff67403b6be359df604dec02b67d6fef933aae27f6ca33d717,369db25ef47c50fecdaede5ff98d3b686f494d7267b19e435b5a51e6224e023b,지수법칙을 이용한 실생활 문제,7,integer,M2_NE_PT096,,M2_NE_C027|M2_NE_C030,M2_NE_C022|M2_NE_C023|M2_NE_C024|M2_NE_C025|M2_NE_C026|M2_NE_C027|M2_NE_C036|M1_IR_C027,M3_POLY_C001,advanced,80,low_observed_challenge,M2_NE_PT096__M2NE150S06_Q075,M2_NE_PT096::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q076,SRC_M2_NE_150_WORKSHEET_SET06_20260710,076,10,32,eeae05fa0bc7cec8749119fc85206a05d1b15ac3483530c1cabc2c29b4ac387e,090654979daee1cbe97b44c36267800d11cda96f34d2034ef8c746b915fc20fc,지수법칙을 이용한 실생활 문제,32/243배,expression,M2_NE_PT097,,M2_NE_C027|M2_NE_C030,M2_NE_C022|M2_NE_C023|M2_NE_C024|M2_NE_C025|M2_NE_C026|M2_NE_C027|M2_NE_C036|M1_IR_C027,M3_POLY_C001,advanced,45,high_observed_challenge,M2_NE_PT097__M2NE150S06_Q076,M2_NE_PT097::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q077,SRC_M2_NE_150_WORKSHEET_SET06_20260710,077,10,32,c11fd23e7e95798a05a407efd4d2c5c892f4868dc5b6e7f39e40d63a82d8bf8c,20be38e06af33aeea52c1c9c697e0e947448f02828a70c4f1c902a9de3ba456c,지수법칙을 이용한 실생활 문제,32배,expression,M2_NE_PT096,,M2_NE_C027|M2_NE_C030,M2_NE_C022|M2_NE_C023|M2_NE_C024|M2_NE_C025|M2_NE_C026|M2_NE_C027|M2_NE_C036|M1_IR_C027,M3_POLY_C001,advanced,66,medium_observed_challenge,M2_NE_PT096__M2NE150S06_Q077,M2_NE_PT096::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q078,SRC_M2_NE_150_WORKSHEET_SET06_20260710,078,10,32,dff74aaed50777e42573624056a57ae2a94c436daa3d85643d8328e8d19b35b0,9bc95e110751aec74517b0ba74da45b9ad6607c040d7573454ea2f41d07f2edc,지수법칙의 응용(1) - 같은 수의 덧셈식,71,integer,M2_NE_PT103,M2_NE_PT102,M2_NE_C021|M2_NE_C031|M2_NE_C027,M1_IR_C022|M2_NE_C022|M2_NE_C023|M2_NE_C024|M2_NE_C025|M2_NE_C026|M2_NE_C027|M2_NE_C036,M3_POLY_C001,advanced,77,medium_observed_challenge,M2_NE_PT103__M2NE150S06_Q078,M2_NE_PT103::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q079,SRC_M2_NE_150_WORKSHEET_SET06_20260710,079,11,33,ce6617e9d586c101174265ba6128b1126ae8d49209d8a54a8c145dff681b3bdf,e6f245efd7e070d773df9bee953a26000e450b27c53377900547ea1bb5b69591,지수법칙의 응용(1) - 같은 수의 덧셈식,choice:5,single_choice,M2_NE_PT103,M2_NE_PT100,M2_NE_C021|M2_NE_C031|M2_NE_C027,M1_IR_C022|M2_NE_C022|M2_NE_C023|M2_NE_C024|M2_NE_C025|M2_NE_C026|M2_NE_C027|M2_NE_C036,M3_POLY_C001,advanced,75,medium_observed_challenge,M2_NE_PT103__M2NE150S06_Q079,M2_NE_PT103::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q080,SRC_M2_NE_150_WORKSHEET_SET06_20260710,080,11,33,6db0b589bb7427e78047500e3697933e7f3fb6cd8e497a2ed1d500e9454afe3f,98b3fa1dedf224e1c325f5e8646d6c4c913ab4ac85aaaf2a8191ed7cc148a0de,지수법칙의 응용(1) - 같은 수의 덧셈식,choice:1,single_choice,M2_NE_PT101,M2_NE_PT100,M2_NE_C021|M2_NE_C031|M2_NE_C027,M1_IR_C022|M2_NE_C022|M2_NE_C023|M2_NE_C024|M2_NE_C025|M2_NE_C026|M2_NE_C027|M2_NE_C036,M3_POLY_C001,advanced,82,low_observed_challenge,M2_NE_PT101__M2NE150S06_Q080,M2_NE_PT101::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q081,SRC_M2_NE_150_WORKSHEET_SET06_20260710,081,11,33,24a6e1104b1429191e7b4338e93ea6de7dc2da92cc16da853afd63f04b7667a2,9bc95e110751aec74517b0ba74da45b9ad6607c040d7573454ea2f41d07f2edc,지수법칙의 응용(1) - 같은 수의 덧셈식,18,integer,M2_NE_PT103,M2_NE_PT102,M2_NE_C021|M2_NE_C031|M2_NE_C027,M1_IR_C022|M2_NE_C022|M2_NE_C023|M2_NE_C024|M2_NE_C025|M2_NE_C026|M2_NE_C027|M2_NE_C036,M3_POLY_C001,advanced,50,high_observed_challenge,M2_NE_PT103__M2NE150S06_Q081,M2_NE_PT103::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q082,SRC_M2_NE_150_WORKSHEET_SET06_20260710,082,11,33,2e32f0ac0b4ea9ea2740c27644f0af55c4bcef52c336f99d68cc9f57fd47b54d,4b7b6523049c2ee01d7fb740601dcf1490bd38fdb11dd728e2166043c4b9b4ab,지수법칙의 응용(2) - 다른 문자를 이용하여 나타내기(1),choice:3,single_choice,M2_NE_PT105,,M2_NE_C032|M2_NE_C027,M2_NE_C022|M2_NE_C023|M2_NE_C024|M2_NE_C025|M2_NE_C026|M2_NE_C027|M2_NE_C036|M1_IR_C027,M3_POLY_C001,advanced,82,low_observed_challenge,M2_NE_PT105__M2NE150S06_Q082,M2_NE_PT105::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
M2_NE_150_S06_Q083,SRC_M2_NE_150_WORKSHEET_SET06_20260710,083,11,33,b2b335b1f0599234079a3877c7636966628656a0f457954b24160d647328242c,67bcbd811d722632e9c16fa5c43a15107bacbb2f80d46d9f2848a1f5e67088ac,지수법칙의 응용(2) - 다른 문자를 이용하여 나타내기(1),choice:5,single_choice,M2_NE_PT106,,M2_NE_C032|M2_NE_C027,M2_NE_C022|M2_NE_C023|M2_NE_C024|M2_NE_C025|M2_NE_C026|M2_NE_C027|M2_NE_C036|M1_IR_C027,M3_POLY_C001,advanced,77,medium_observed_challenge,M2_NE_PT106__M2NE150S06_Q083,M2_NE_PT106::M2_NE_150_SET06,existing_canonical_type_matched,0.98,verified_against_problem_answer_and_solution
