problem_type_id,unit_id,unit_name,type_name,default_difficulty,concept_ids,error_tags,source_orders,raw_section_id
M3_POLY_PT118,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,a^2-b^2 인수분해 - 계산 수행,basic,M3_POLY_C031,"factorization,common_factor,formula_selection",14,M3_POLY_RAW_031
M3_POLY_PT119,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,a^2-b^2 인수분해 - 조건 적용,core,M3_POLY_C031,"factorization,common_factor,formula_selection",14,M3_POLY_RAW_031
M3_POLY_PT120,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,두 번 이상 인수분해되는 식,basic,M3_POLY_C032,"factorization,common_factor,formula_selection",14,M3_POLY_RAW_032
M3_POLY_PT121,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,두 번 이상 인수분해되는 식 - 계산 수행,core,M3_POLY_C032,"factorization,common_factor,formula_selection",14,M3_POLY_RAW_032
M3_POLY_PT122,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,두 번 이상 인수분해되는 식 - 조건 적용,standard,M3_POLY_C032,"factorization,common_factor,formula_selection",14,M3_POLY_RAW_032
M3_POLY_PT123,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,x²+(a+b)x+ab 꼴 인수분해,core,M3_POLY_C033,"factorization,common_factor,formula_selection",15,M3_POLY_RAW_033
M3_POLY_PT124,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,x²+(a+b)x+ab 꼴 인수분해 - 계산 수행,standard,M3_POLY_C033,"factorization,common_factor,formula_selection",15,M3_POLY_RAW_033
M3_POLY_PT125,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,x²+(a+b)x+ab 꼴 인수분해 - 조건 적용,advanced,M3_POLY_C033,"factorization,common_factor,formula_selection",15,M3_POLY_RAW_033
M3_POLY_PT126,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,일차항 계수가 1이 아닌 이차식 인수분해,standard,M3_POLY_C034,"factorization,common_factor,formula_selection",15,M3_POLY_RAW_034
M3_POLY_PT127,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,일차항 계수가 1이 아닌 이차식 인수분해 - 계산 수행,advanced,M3_POLY_C034,"factorization,common_factor,formula_selection",15,M3_POLY_RAW_034
M3_POLY_PT128,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,일차항 계수가 1이 아닌 이차식 인수분해 - 조건 적용,basic,M3_POLY_C034,"factorization,common_factor,formula_selection",15,M3_POLY_RAW_034
M3_POLY_PT129,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,acx²+(ad+bc)xy+bdy² 꼴,advanced,M3_POLY_C035,"factorization,common_factor,formula_selection",15,M3_POLY_RAW_035
M3_POLY_PT130,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,acx²+(ad+bc)xy+bdy² 꼴 - 계산 수행,basic,M3_POLY_C035,"factorization,common_factor,formula_selection",15,M3_POLY_RAW_035
M3_POLY_PT131,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,acx²+(ad+bc)xy+bdy² 꼴 - 조건 적용,core,M3_POLY_C035,"factorization,common_factor,formula_selection",15,M3_POLY_RAW_035
M3_POLY_PT132,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,a³±b³ 인수분해,basic,M3_POLY_C036,"factorization,common_factor,formula_selection",16,M3_POLY_RAW_036
M3_POLY_PT133,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,a³±b³ 인수분해 - 계산 수행,core,M3_POLY_C036,"factorization,common_factor,formula_selection",16,M3_POLY_RAW_036
M3_POLY_PT134,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,a³±b³ 인수분해 - 조건 적용,standard,M3_POLY_C036,"factorization,common_factor,formula_selection",16,M3_POLY_RAW_036
M3_POLY_PT135,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,인수분해 공식 종합,core,M3_POLY_C037,"factorization,common_factor,formula_selection","16,20,21",M3_POLY_RAW_037
M3_POLY_PT136,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,인수분해 공식 종합 - 계산 수행,standard,M3_POLY_C037,"factorization,common_factor,formula_selection","16,20,21",M3_POLY_RAW_037
M3_POLY_PT137,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,인수분해 공식 종합 - 조건 적용,advanced,M3_POLY_C037,"factorization,common_factor,formula_selection","16,20,21",M3_POLY_RAW_037
M3_POLY_PT138,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,도형을 이용한 인수분해 공식,standard,M3_POLY_C038,"factorization,common_factor,formula_selection,geometry_model",16,M3_POLY_RAW_038
M3_POLY_PT139,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,도형을 이용한 인수분해 공식 - 계산 수행,advanced,M3_POLY_C038,"factorization,common_factor,formula_selection,geometry_model",16,M3_POLY_RAW_038
M3_POLY_PT140,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,도형을 이용한 인수분해 공식 - 조건 적용,basic,M3_POLY_C038,"factorization,common_factor,formula_selection,geometry_model",16,M3_POLY_RAW_038
M3_POLY_PT141,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,두 다항식의 공통인수 구하기,advanced,M3_POLY_C039,"factorization,common_factor,formula_selection",16,M3_POLY_RAW_039
M3_POLY_PT142,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,두 다항식의 공통인수 구하기 - 계산 수행,basic,M3_POLY_C039,"factorization,common_factor,formula_selection",16,M3_POLY_RAW_039
M3_POLY_PT143,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,두 다항식의 공통인수 구하기 - 조건 적용,core,M3_POLY_C039,"factorization,common_factor,formula_selection",16,M3_POLY_RAW_039
M3_POLY_PT144,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,인수가 주어진 이차식의 미지수와 값,basic,M3_POLY_C040,polynomial_factorization,17,M3_POLY_RAW_040
M3_POLY_PT145,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,인수가 주어진 이차식의 미지수와 값 - 계산 수행,core,M3_POLY_C040,polynomial_factorization,17,M3_POLY_RAW_040
M3_POLY_PT146,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,인수가 주어진 이차식의 미지수와 값 - 조건 적용,standard,M3_POLY_C040,polynomial_factorization,17,M3_POLY_RAW_040
M3_POLY_PT147,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,두 일차식의 곱으로 인수분해될 때 미지수,core,M3_POLY_C041,"factorization,common_factor,formula_selection",17,M3_POLY_RAW_041
M3_POLY_PT148,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,두 일차식의 곱으로 인수분해될 때 미지수 - 계산 수행,standard,M3_POLY_C041,"factorization,common_factor,formula_selection",17,M3_POLY_RAW_041
M3_POLY_PT149,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,두 일차식의 곱으로 인수분해될 때 미지수 - 조건 적용,advanced,M3_POLY_C041,"factorization,common_factor,formula_selection",17,M3_POLY_RAW_041
M3_POLY_PT150,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,계수 또는 상수항을 잘못 보고 푼 경우,standard,M3_POLY_C042,polynomial_factorization,17,M3_POLY_RAW_042
M3_POLY_PT151,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,계수 또는 상수항을 잘못 보고 푼 경우 - 계산 수행,advanced,M3_POLY_C042,polynomial_factorization,17,M3_POLY_RAW_042
M3_POLY_PT152,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,계수 또는 상수항을 잘못 보고 푼 경우 - 조건 적용,basic,M3_POLY_C042,polynomial_factorization,17,M3_POLY_RAW_042
M3_POLY_PT153,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,복잡한 식의 공통인수 인수분해,advanced,M3_POLY_C043,"factorization,common_factor,formula_selection",18,M3_POLY_RAW_043
M3_POLY_PT154,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,복잡한 식의 공통인수 인수분해 - 계산 수행,basic,M3_POLY_C043,"factorization,common_factor,formula_selection",18,M3_POLY_RAW_043
M3_POLY_PT155,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,복잡한 식의 공통인수 인수분해 - 조건 적용,core,M3_POLY_C043,"factorization,common_factor,formula_selection",18,M3_POLY_RAW_043
M3_POLY_PT156,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,공통부분이 있는 식의 치환 인수분해,basic,M3_POLY_C044,"factorization,common_factor,formula_selection",18,M3_POLY_RAW_044
M3_POLY_PT157,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,공통부분이 있는 식의 치환 인수분해 - 계산 수행,core,M3_POLY_C044,"factorization,common_factor,formula_selection",18,M3_POLY_RAW_044
M3_POLY_PT158,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,공통부분이 있는 식의 치환 인수분해 - 조건 적용,standard,M3_POLY_C044,"factorization,common_factor,formula_selection",18,M3_POLY_RAW_044
M3_POLY_PT159,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,다른 형태로 주어진 공통부분 치환,core,M3_POLY_C045,"factorization,common_factor,formula_selection",19,M3_POLY_RAW_045
M3_POLY_PT160,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,다른 형태로 주어진 공통부분 치환 - 계산 수행,standard,M3_POLY_C045,"factorization,common_factor,formula_selection",19,M3_POLY_RAW_045
M3_POLY_PT161,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,다른 형태로 주어진 공통부분 치환 - 조건 적용,advanced,M3_POLY_C045,"factorization,common_factor,formula_selection",19,M3_POLY_RAW_045
M3_POLY_PT162,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,공통부분이 2개 있는 식의 치환,standard,M3_POLY_C046,"factorization,common_factor,formula_selection",19,M3_POLY_RAW_046
M3_POLY_PT163,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,공통부분이 2개 있는 식의 치환 - 계산 수행,advanced,M3_POLY_C046,"factorization,common_factor,formula_selection",19,M3_POLY_RAW_046
M3_POLY_PT164,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,공통부분이 2개 있는 식의 치환 - 조건 적용,basic,M3_POLY_C046,"factorization,common_factor,formula_selection",19,M3_POLY_RAW_046
M3_POLY_PT165,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,( )( )( )+k꼴 인수분해,advanced,M3_POLY_C047,"factorization,common_factor,formula_selection",20,M3_POLY_RAW_047
M3_POLY_PT166,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,( )( )( )+k꼴 인수분해 - 계산 수행,basic,M3_POLY_C047,"factorization,common_factor,formula_selection",20,M3_POLY_RAW_047
M3_POLY_PT167,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,( )( )( )+k꼴 인수분해 - 조건 적용,core,M3_POLY_C047,"factorization,common_factor,formula_selection",20,M3_POLY_RAW_047
M3_POLY_PT168,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,적당한 항끼리 묶어 인수분해,basic,M3_POLY_C048,"factorization,common_factor,formula_selection",20,M3_POLY_RAW_048
M3_POLY_PT169,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,적당한 항끼리 묶어 인수분해 - 계산 수행,core,M3_POLY_C048,"factorization,common_factor,formula_selection",20,M3_POLY_RAW_048
M3_POLY_PT170,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,적당한 항끼리 묶어 인수분해 - 조건 적용,standard,M3_POLY_C048,"factorization,common_factor,formula_selection",20,M3_POLY_RAW_048
M3_POLY_PT171,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,제곱차 꼴로 묶어 인수분해,core,M3_POLY_C049,"factorization,common_factor,formula_selection",21,M3_POLY_RAW_049
M3_POLY_PT172,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,제곱차 꼴로 묶어 인수분해 - 계산 수행,standard,M3_POLY_C049,"factorization,common_factor,formula_selection",21,M3_POLY_RAW_049
M3_POLY_PT173,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,제곱차 꼴로 묶어 인수분해 - 조건 적용,advanced,M3_POLY_C049,"factorization,common_factor,formula_selection",21,M3_POLY_RAW_049
M3_POLY_PT174,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,x⁴+ax²+b꼴 인수분해,standard,M3_POLY_C050,"factorization,common_factor,formula_selection",21,M3_POLY_RAW_050
M3_POLY_PT175,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,x⁴+ax²+b꼴 인수분해 - 계산 수행,advanced,M3_POLY_C050,"factorization,common_factor,formula_selection",21,M3_POLY_RAW_050
M3_POLY_PT176,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,x⁴+ax²+b꼴 인수분해 - 조건 적용,basic,M3_POLY_C050,"factorization,common_factor,formula_selection",21,M3_POLY_RAW_050
M3_POLY_PT177,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,내림차순으로 정리하여 인수분해,advanced,M3_POLY_C051,"factorization,common_factor,formula_selection",21,M3_POLY_RAW_051
M3_POLY_PT178,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,내림차순으로 정리하여 인수분해 - 계산 수행,basic,M3_POLY_C051,"factorization,common_factor,formula_selection",21,M3_POLY_RAW_051
M3_POLY_PT179,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,내림차순으로 정리하여 인수분해 - 조건 적용,core,M3_POLY_C051,"factorization,common_factor,formula_selection",21,M3_POLY_RAW_051
M3_POLY_PT180,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,인수분해 공식을 이용한 수의 계산,basic,M3_POLY_C052,"factorization,common_factor,formula_selection,numeric_calculation",22,M3_POLY_RAW_052
M3_POLY_PT181,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,인수분해 공식을 이용한 수의 계산 - 계산 수행,core,M3_POLY_C052,"factorization,common_factor,formula_selection,numeric_calculation",22,M3_POLY_RAW_052
M3_POLY_PT182,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,인수분해 공식을 이용한 수의 계산 - 조건 적용,standard,M3_POLY_C052,"factorization,common_factor,formula_selection,numeric_calculation",22,M3_POLY_RAW_052
M3_POLY_PT183,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,합과 차의 곱을 이용한 수의 계산,core,M3_POLY_C053,"factorization,common_factor,formula_selection,numeric_calculation",22,M3_POLY_RAW_053
M3_POLY_PT184,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,합과 차의 곱을 이용한 수의 계산 - 계산 수행,standard,M3_POLY_C053,"factorization,common_factor,formula_selection,numeric_calculation",22,M3_POLY_RAW_053
M3_POLY_PT185,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,합과 차의 곱을 이용한 수의 계산 - 조건 적용,advanced,M3_POLY_C053,"factorization,common_factor,formula_selection,numeric_calculation",22,M3_POLY_RAW_053
M3_POLY_PT186,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,인수분해 공식을 이용한 식의 값 구하기,standard,M3_POLY_C054,"factorization,common_factor,formula_selection,expression_value",23,M3_POLY_RAW_054
M3_POLY_PT187,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,인수분해 공식을 이용한 식의 값 구하기 - 계산 수행,advanced,M3_POLY_C054,"factorization,common_factor,formula_selection,expression_value",23,M3_POLY_RAW_054
M3_POLY_PT188,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,인수분해 공식을 이용한 식의 값 구하기 - 조건 적용,basic,M3_POLY_C054,"factorization,common_factor,formula_selection,expression_value",23,M3_POLY_RAW_054
M3_POLY_PT189,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,인수분해 공식의 도형 활용,advanced,M3_POLY_C055,"factorization,common_factor,formula_selection,geometry_model","23,24",M3_POLY_RAW_055
M3_POLY_PT190,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,인수분해 공식의 도형 활용 - 계산 수행,basic,M3_POLY_C055,"factorization,common_factor,formula_selection,geometry_model","23,24",M3_POLY_RAW_055
M3_POLY_PT191,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,인수분해 공식의 도형 활용 - 조건 적용,core,M3_POLY_C055,"factorization,common_factor,formula_selection,geometry_model","23,24",M3_POLY_RAW_055
M3_POLY_PT192,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,분배법칙과 곱셈공식 구분,basic,"M3_POLY_C001,M3_POLY_C003,M3_POLY_C004,M3_POLY_C005","multiplication_formula,middle_term,sign_error,expansion","1,2,3,4",M3_POLY_RAW_056
M3_POLY_PT193,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,전개와 곱셈공식 선택 - 계산 수행,core,"M3_POLY_C001,M3_POLY_C003,M3_POLY_C004,M3_POLY_C005","multiplication_formula,middle_term,sign_error,expansion","1,2,3,4",M3_POLY_RAW_056
M3_POLY_PT194,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,전개와 곱셈공식 선택 - 조건 적용,standard,"M3_POLY_C001,M3_POLY_C003,M3_POLY_C004,M3_POLY_C005","multiplication_formula,middle_term,sign_error,expansion","1,2,3,4",M3_POLY_RAW_056
M3_POLY_PT195,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,수의 제곱 계산,core,"M3_POLY_C014,M3_POLY_C015,M3_POLY_C016,M3_POLY_C017","multiplication_formula,middle_term,sign_error","5,6,7,8,9",M3_POLY_RAW_057
M3_POLY_PT196,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,곱셈공식을 이용한 계산 - 계산 수행,standard,"M3_POLY_C014,M3_POLY_C015,M3_POLY_C016,M3_POLY_C017","multiplication_formula,middle_term,sign_error","5,6,7,8,9",M3_POLY_RAW_057
M3_POLY_PT197,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,곱셈공식을 이용한 계산 - 조건 적용,advanced,"M3_POLY_C014,M3_POLY_C015,M3_POLY_C016,M3_POLY_C017","multiplication_formula,middle_term,sign_error","5,6,7,8,9",M3_POLY_RAW_057
M3_POLY_PT198,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,합·차·곱 조건 이용,standard,"M3_POLY_C020,M3_POLY_C021,M3_POLY_C022,M3_POLY_C023","multiplication_formula,middle_term,sign_error,expression_value","9,10,11",M3_POLY_RAW_058
M3_POLY_PT199,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,조건을 이용한 식의 값 - 계산 수행,advanced,"M3_POLY_C020,M3_POLY_C021,M3_POLY_C022,M3_POLY_C023","multiplication_formula,middle_term,sign_error,expression_value","9,10,11",M3_POLY_RAW_058
M3_POLY_PT200,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,조건을 이용한 식의 값 - 조건 적용,basic,"M3_POLY_C020,M3_POLY_C021,M3_POLY_C022,M3_POLY_C023","multiplication_formula,middle_term,sign_error,expression_value","9,10,11",M3_POLY_RAW_058
M3_POLY_PT201,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,공통인수 먼저 확인,advanced,"M3_POLY_C027,M3_POLY_C028,M3_POLY_C031,M3_POLY_C033","factorization,common_factor,formula_selection","12,13,14,15,16",M3_POLY_RAW_059
M3_POLY_PT202,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,공식 선택형 인수분해 - 계산 수행,basic,"M3_POLY_C027,M3_POLY_C028,M3_POLY_C031,M3_POLY_C033","factorization,common_factor,formula_selection","12,13,14,15,16",M3_POLY_RAW_059
M3_POLY_PT203,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,공식 선택형 인수분해 - 조건 적용,core,"M3_POLY_C027,M3_POLY_C028,M3_POLY_C031,M3_POLY_C033","factorization,common_factor,formula_selection","12,13,14,15,16",M3_POLY_RAW_059
M3_POLY_PT204,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,인수가 주어진 조건 처리,basic,"M3_POLY_C040,M3_POLY_C043,M3_POLY_C044,M3_POLY_C048","factorization,common_factor,formula_selection","17,18,19,20,21",M3_POLY_RAW_060
M3_POLY_PT205,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,복합 인수분해 전략 - 계산 수행,core,"M3_POLY_C040,M3_POLY_C043,M3_POLY_C044,M3_POLY_C048","factorization,common_factor,formula_selection","17,18,19,20,21",M3_POLY_RAW_060
M3_POLY_PT206,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,복합 인수분해 전략 - 조건 적용,standard,"M3_POLY_C040,M3_POLY_C043,M3_POLY_C044,M3_POLY_C048","factorization,common_factor,formula_selection","17,18,19,20,21",M3_POLY_RAW_060
M3_POLY_PT207,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,x⁴+ax²+b 꼴 처리,core,"M3_POLY_C047,M3_POLY_C050,M3_POLY_C052,M3_POLY_C053","factorization,common_factor,formula_selection","20,21,22,23",M3_POLY_RAW_061
M3_POLY_PT208,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,x⁴꼴과 활용 계산 - 계산 수행,standard,"M3_POLY_C047,M3_POLY_C050,M3_POLY_C052,M3_POLY_C053","factorization,common_factor,formula_selection","20,21,22,23",M3_POLY_RAW_061
M3_POLY_PT209,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,x⁴꼴과 활용 계산 - 조건 적용,advanced,"M3_POLY_C047,M3_POLY_C050,M3_POLY_C052,M3_POLY_C053","factorization,common_factor,formula_selection","20,21,22,23",M3_POLY_RAW_061
M3_POLY_PT210,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,도형 넓이로 곱셈공식 설명,standard,"M3_POLY_C011,M3_POLY_C038,M3_POLY_C055","expansion,distribution,like_terms,factorization","4,6,16,24",M3_POLY_RAW_062
M3_POLY_PT211,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,도형에서 전개·인수분해 공식 해석 - 계산 수행,advanced,"M3_POLY_C011,M3_POLY_C038,M3_POLY_C055","expansion,distribution,like_terms,factorization","4,6,16,24",M3_POLY_RAW_062
M3_POLY_PT212,M3_POLYNOMIAL_FACTORING,다항식의 곱셈과 인수분해,도형에서 전개·인수분해 공식 해석 - 조건 적용,basic,"M3_POLY_C011,M3_POLY_C038,M3_POLY_C055","expansion,distribution,like_terms,factorization","4,6,16,24",M3_POLY_RAW_062
