problem_type_id,grade,unit_id,unit_name,type_name,description,concept_ids,default_difficulty,error_tags,source_orders,raw_section_id,status
M2_NE_PT065,중2,M2_NUMBER_EXPRESSION,수와 식,순환소수에 대한 설명,순환소수의 이해 범주의 '순환소수에 대한 설명' 유형을 진단한다.,"[""M2_NE_C003"", ""M2_NE_C009"", ""M2_NE_C020""]",basic,"[""concept_explanation"", ""repeating_decimal""]",[8],M2_NE_RAW_025,curated_problem_type_from_raw_taxonomy
M2_NE_PT066,중2,M2_NUMBER_EXPRESSION,수와 식,주어진 순환소수에 대한 설명,순환소수의 이해 범주의 '주어진 순환소수에 대한 설명' 유형을 진단한다.,"[""M2_NE_C003"", ""M2_NE_C009"", ""M2_NE_C020""]",basic,"[""concept_explanation"", ""repeating_decimal""]",[8],M2_NE_RAW_025,curated_problem_type_from_raw_taxonomy
M2_NE_PT067,중2,M2_NUMBER_EXPRESSION,수와 식,유리수 판별,유리수와 순환소수의 관계-소수의 이해 범주의 '유리수 판별' 유형을 진단한다.,"[""M2_NE_C001"", ""M2_NE_C014"", ""M2_NE_C020""]",core,"[""rational_decimal_relation"", ""concept_judgment""]",[8],M2_NE_RAW_026,curated_problem_type_from_raw_taxonomy
M2_NE_PT068,중2,M2_NUMBER_EXPRESSION,수와 식,주어진 설명의 옳고 그름 판별,유리수와 순환소수의 관계-소수의 이해 범주의 '주어진 설명의 옳고 그름 판별' 유형을 진단한다.,"[""M2_NE_C001"", ""M2_NE_C014"", ""M2_NE_C020""]",core,"[""rational_decimal_relation"", ""concept_judgment""]",[8],M2_NE_RAW_026,curated_problem_type_from_raw_taxonomy
M2_NE_PT069,중2,M2_NUMBER_EXPRESSION,수와 식,한 문자에 대한 거듭제곱의 곱셈,지수법칙(1) - 거듭제곱의 곱셈 범주의 '한 문자에 대한 거듭제곱의 곱셈' 유형을 진단한다.,"[""M2_NE_C021"", ""M2_NE_C022"", ""M2_NE_C028"", ""M2_NE_C029"", ""M2_NE_C036""]",core,"[""same_base_multiplication"", ""exponent_addition"", ""base_condition""]",[9],M2_NE_RAW_027,curated_problem_type_from_raw_taxonomy
M2_NE_PT070,중2,M2_NUMBER_EXPRESSION,수와 식,두 개 이상의 문자에 대한 거듭제곱의 곱셈,지수법칙(1) - 거듭제곱의 곱셈 범주의 '두 개 이상의 문자에 대한 거듭제곱의 곱셈' 유형을 진단한다.,"[""M2_NE_C021"", ""M2_NE_C022"", ""M2_NE_C028"", ""M2_NE_C029"", ""M2_NE_C036""]",core,"[""same_base_multiplication"", ""exponent_addition"", ""base_condition""]",[9],M2_NE_RAW_027,curated_problem_type_from_raw_taxonomy
M2_NE_PT071,중2,M2_NUMBER_EXPRESSION,수와 식,자연수에 대한 거듭제곱의 곱셈,지수법칙(1) - 거듭제곱의 곱셈 범주의 '자연수에 대한 거듭제곱의 곱셈' 유형을 진단한다.,"[""M2_NE_C021"", ""M2_NE_C022"", ""M2_NE_C028"", ""M2_NE_C029"", ""M2_NE_C036""]",core,"[""same_base_multiplication"", ""exponent_addition"", ""base_condition""]",[9],M2_NE_RAW_027,curated_problem_type_from_raw_taxonomy
M2_NE_PT072,중2,M2_NUMBER_EXPRESSION,수와 식,-1에 대한 거듭제곱의 곱셈,지수법칙(1) - 거듭제곱의 곱셈 범주의 '-1에 대한 거듭제곱의 곱셈' 유형을 진단한다.,"[""M2_NE_C021"", ""M2_NE_C022"", ""M2_NE_C028"", ""M2_NE_C029"", ""M2_NE_C036""]",core,"[""same_base_multiplication"", ""exponent_addition"", ""base_condition""]",[9],M2_NE_RAW_027,curated_problem_type_from_raw_taxonomy
M2_NE_PT073,중2,M2_NUMBER_EXPRESSION,수와 식,거듭제곱의 곱셈 응용,지수법칙(1) - 거듭제곱의 곱셈 범주의 '거듭제곱의 곱셈 응용' 유형을 진단한다.,"[""M2_NE_C021"", ""M2_NE_C022"", ""M2_NE_C028"", ""M2_NE_C029"", ""M2_NE_C036""]",core,"[""same_base_multiplication"", ""exponent_addition"", ""base_condition""]",[9],M2_NE_RAW_027,curated_problem_type_from_raw_taxonomy
M2_NE_PT074,중2,M2_NUMBER_EXPRESSION,수와 식,한 문자에 대한 거듭제곱의 거듭제곱,지수법칙(2) - 거듭제곱의 거듭제곱 범주의 '한 문자에 대한 거듭제곱의 거듭제곱' 유형을 진단한다.,"[""M2_NE_C021"", ""M2_NE_C023"", ""M2_NE_C029"", ""M2_NE_C036""]",core,"[""power_of_power"", ""exponent_multiplication"", ""parentheses""]",[10],M2_NE_RAW_028,curated_problem_type_from_raw_taxonomy
M2_NE_PT075,중2,M2_NUMBER_EXPRESSION,수와 식,두 개 이상의 문자에 대한 거듭제곱의 거듭제곱,지수법칙(2) - 거듭제곱의 거듭제곱 범주의 '두 개 이상의 문자에 대한 거듭제곱의 거듭제곱' 유형을 진단한다.,"[""M2_NE_C021"", ""M2_NE_C023"", ""M2_NE_C029"", ""M2_NE_C036""]",core,"[""power_of_power"", ""exponent_multiplication"", ""parentheses""]",[10],M2_NE_RAW_028,curated_problem_type_from_raw_taxonomy
M2_NE_PT076,중2,M2_NUMBER_EXPRESSION,수와 식,한 자연수에 대한 거듭제곱의 거듭제곱,지수법칙(2) - 거듭제곱의 거듭제곱 범주의 '한 자연수에 대한 거듭제곱의 거듭제곱' 유형을 진단한다.,"[""M2_NE_C021"", ""M2_NE_C023"", ""M2_NE_C029"", ""M2_NE_C036""]",core,"[""power_of_power"", ""exponent_multiplication"", ""parentheses""]",[10],M2_NE_RAW_028,curated_problem_type_from_raw_taxonomy
M2_NE_PT077,중2,M2_NUMBER_EXPRESSION,수와 식,자연수의 제곱수의 거듭제곱,지수법칙(2) - 거듭제곱의 거듭제곱 범주의 '자연수의 제곱수의 거듭제곱' 유형을 진단한다.,"[""M2_NE_C021"", ""M2_NE_C023"", ""M2_NE_C029"", ""M2_NE_C036""]",core,"[""power_of_power"", ""exponent_multiplication"", ""parentheses""]",[10],M2_NE_RAW_028,curated_problem_type_from_raw_taxonomy
M2_NE_PT078,중2,M2_NUMBER_EXPRESSION,수와 식,두 자연수에 대한 거듭제곱의 거듭제곱,지수법칙(2) - 거듭제곱의 거듭제곱 범주의 '두 자연수에 대한 거듭제곱의 거듭제곱' 유형을 진단한다.,"[""M2_NE_C021"", ""M2_NE_C023"", ""M2_NE_C029"", ""M2_NE_C036""]",core,"[""power_of_power"", ""exponent_multiplication"", ""parentheses""]",[10],M2_NE_RAW_028,curated_problem_type_from_raw_taxonomy
M2_NE_PT079,중2,M2_NUMBER_EXPRESSION,수와 식,문자에 대한 거듭제곱의 나눗셈,지수법칙(3) - 거듭제곱의 나눗셈 범주의 '문자에 대한 거듭제곱의 나눗셈' 유형을 진단한다.,"[""M2_NE_C021"", ""M2_NE_C024"", ""M2_NE_C029""]",core,"[""same_base_division"", ""exponent_subtraction"", ""fraction_power""]",[10],M2_NE_RAW_029,curated_problem_type_from_raw_taxonomy
M2_NE_PT080,중2,M2_NUMBER_EXPRESSION,수와 식,자연수에 대한 거듭제곱의 나눗셈,지수법칙(3) - 거듭제곱의 나눗셈 범주의 '자연수에 대한 거듭제곱의 나눗셈' 유형을 진단한다.,"[""M2_NE_C021"", ""M2_NE_C024"", ""M2_NE_C029""]",core,"[""same_base_division"", ""exponent_subtraction"", ""fraction_power""]",[10],M2_NE_RAW_029,curated_problem_type_from_raw_taxonomy
M2_NE_PT081,중2,M2_NUMBER_EXPRESSION,수와 식,분수꼴의 나눗셈,지수법칙(3) - 거듭제곱의 나눗셈 범주의 '분수꼴의 나눗셈' 유형을 진단한다.,"[""M2_NE_C021"", ""M2_NE_C024"", ""M2_NE_C029""]",core,"[""same_base_division"", ""exponent_subtraction"", ""fraction_power""]",[10],M2_NE_RAW_029,curated_problem_type_from_raw_taxonomy
M2_NE_PT082,중2,M2_NUMBER_EXPRESSION,수와 식,한 문자에 대한 곱의 거듭제곱,지수법칙(4) - 곱의 거듭제곱 범주의 '한 문자에 대한 곱의 거듭제곱' 유형을 진단한다.,"[""M2_NE_C021"", ""M2_NE_C025"", ""M2_NE_C036""]",core,"[""product_power"", ""distribute_exponent"", ""parentheses""]",[11],M2_NE_RAW_030,curated_problem_type_from_raw_taxonomy
M2_NE_PT083,중2,M2_NUMBER_EXPRESSION,수와 식,두 문자에 대한 곱의 거듭제곱,지수법칙(4) - 곱의 거듭제곱 범주의 '두 문자에 대한 곱의 거듭제곱' 유형을 진단한다.,"[""M2_NE_C021"", ""M2_NE_C025"", ""M2_NE_C036""]",core,"[""product_power"", ""distribute_exponent"", ""parentheses""]",[11],M2_NE_RAW_030,curated_problem_type_from_raw_taxonomy
M2_NE_PT084,중2,M2_NUMBER_EXPRESSION,수와 식,세 문자에 대한 곱의 거듭제곱,지수법칙(4) - 곱의 거듭제곱 범주의 '세 문자에 대한 곱의 거듭제곱' 유형을 진단한다.,"[""M2_NE_C021"", ""M2_NE_C025"", ""M2_NE_C036""]",core,"[""product_power"", ""distribute_exponent"", ""parentheses""]",[11],M2_NE_RAW_030,curated_problem_type_from_raw_taxonomy
M2_NE_PT085,중2,M2_NUMBER_EXPRESSION,수와 식,자연수에 대한 곱의 거듭제곱,지수법칙(4) - 곱의 거듭제곱 범주의 '자연수에 대한 곱의 거듭제곱' 유형을 진단한다.,"[""M2_NE_C021"", ""M2_NE_C025"", ""M2_NE_C036""]",core,"[""product_power"", ""distribute_exponent"", ""parentheses""]",[11],M2_NE_RAW_030,curated_problem_type_from_raw_taxonomy
M2_NE_PT086,중2,M2_NUMBER_EXPRESSION,수와 식,한 문자에 대한 몫의 거듭제곱,지수법칙(5) - 몫의 거듭제곱 범주의 '한 문자에 대한 몫의 거듭제곱' 유형을 진단한다.,"[""M2_NE_C021"", ""M2_NE_C026"", ""M2_NE_C036""]",core,"[""quotient_power"", ""fraction_power"", ""parentheses""]",[11],M2_NE_RAW_031,curated_problem_type_from_raw_taxonomy
M2_NE_PT087,중2,M2_NUMBER_EXPRESSION,수와 식,두 개 이상의 문자에 대한 몫의 거듭제곱,지수법칙(5) - 몫의 거듭제곱 범주의 '두 개 이상의 문자에 대한 몫의 거듭제곱' 유형을 진단한다.,"[""M2_NE_C021"", ""M2_NE_C026"", ""M2_NE_C036""]",core,"[""quotient_power"", ""fraction_power"", ""parentheses""]",[11],M2_NE_RAW_031,curated_problem_type_from_raw_taxonomy
M2_NE_PT088,중2,M2_NUMBER_EXPRESSION,수와 식,분수의 거듭제곱,지수법칙(5) - 몫의 거듭제곱 범주의 '분수의 거듭제곱' 유형을 진단한다.,"[""M2_NE_C021"", ""M2_NE_C026"", ""M2_NE_C036""]",core,"[""quotient_power"", ""fraction_power"", ""parentheses""]",[11],M2_NE_RAW_031,curated_problem_type_from_raw_taxonomy
M2_NE_PT089,중2,M2_NUMBER_EXPRESSION,수와 식,곱셈과 나눗셈의 혼합계산,지수법칙(6) - 종합 범주의 '곱셈과 나눗셈의 혼합계산' 유형을 진단한다.,"[""M2_NE_C022"", ""M2_NE_C023"", ""M2_NE_C024"", ""M2_NE_C025"", ""M2_NE_C026"", ""M2_NE_C027""]",advanced,"[""exponent_mixed"", ""operation_order"", ""rule_application""]",[11],M2_NE_RAW_032,curated_problem_type_from_raw_taxonomy
M2_NE_PT090,중2,M2_NUMBER_EXPRESSION,수와 식,지수법칙이 포함된 여러가지 식,지수법칙(6) - 종합 범주의 '지수법칙이 포함된 여러가지 식' 유형을 진단한다.,"[""M2_NE_C022"", ""M2_NE_C023"", ""M2_NE_C024"", ""M2_NE_C025"", ""M2_NE_C026"", ""M2_NE_C027""]",advanced,"[""exponent_mixed"", ""operation_order"", ""rule_application""]",[11],M2_NE_RAW_032,curated_problem_type_from_raw_taxonomy
M2_NE_PT091,중2,M2_NUMBER_EXPRESSION,수와 식,주어진 규칙 적용,지수법칙(6) - 종합 범주의 '주어진 규칙 적용' 유형을 진단한다.,"[""M2_NE_C022"", ""M2_NE_C023"", ""M2_NE_C024"", ""M2_NE_C025"", ""M2_NE_C026"", ""M2_NE_C027""]",advanced,"[""exponent_mixed"", ""operation_order"", ""rule_application""]",[11],M2_NE_RAW_032,curated_problem_type_from_raw_taxonomy
M2_NE_PT092,중2,M2_NUMBER_EXPRESSION,수와 식,거듭제곱의 대소비교,거듭제곱의 대소비교 범주의 '거듭제곱의 대소비교' 유형을 진단한다.,"[""M2_NE_C021"", ""M2_NE_C029""]",core,"[""power_compare"", ""number_order""]",[12],M2_NE_RAW_033,curated_problem_type_from_raw_taxonomy
M2_NE_PT093,중2,M2_NUMBER_EXPRESSION,수와 식,거듭제곱의 대소비교의 활용,거듭제곱의 대소비교 범주의 '거듭제곱의 대소비교의 활용' 유형을 진단한다.,"[""M2_NE_C021"", ""M2_NE_C029""]",core,"[""power_compare"", ""number_order""]",[12],M2_NE_RAW_033,curated_problem_type_from_raw_taxonomy
M2_NE_PT094,중2,M2_NUMBER_EXPRESSION,수와 식,저장용량,지수법칙을 이용한 실생활 문제 범주의 '저장용량' 유형을 진단한다.,"[""M2_NE_C027"", ""M2_NE_C030""]",advanced,"[""real_world_power"", ""modeling"", ""unit_context""]",[12],M2_NE_RAW_034,curated_problem_type_from_raw_taxonomy
M2_NE_PT095,중2,M2_NUMBER_EXPRESSION,수와 식,거리와 속력,지수법칙을 이용한 실생활 문제 범주의 '거리와 속력' 유형을 진단한다.,"[""M2_NE_C027"", ""M2_NE_C030""]",advanced,"[""real_world_power"", ""modeling"", ""unit_context""]",[12],M2_NE_RAW_034,curated_problem_type_from_raw_taxonomy
M2_NE_PT096,중2,M2_NUMBER_EXPRESSION,수와 식,시간 당 증가,지수법칙을 이용한 실생활 문제 범주의 '시간 당 증가' 유형을 진단한다.,"[""M2_NE_C027"", ""M2_NE_C030""]",advanced,"[""real_world_power"", ""modeling"", ""unit_context""]",[12],M2_NE_RAW_034,curated_problem_type_from_raw_taxonomy
M2_NE_PT097,중2,M2_NUMBER_EXPRESSION,수와 식,일정한 길이로 등분,지수법칙을 이용한 실생활 문제 범주의 '일정한 길이로 등분' 유형을 진단한다.,"[""M2_NE_C027"", ""M2_NE_C030""]",advanced,"[""real_world_power"", ""modeling"", ""unit_context""]",[12],M2_NE_RAW_034,curated_problem_type_from_raw_taxonomy
M2_NE_PT098,중2,M2_NUMBER_EXPRESSION,수와 식,같은 양으로 분배,지수법칙을 이용한 실생활 문제 범주의 '같은 양으로 분배' 유형을 진단한다.,"[""M2_NE_C027"", ""M2_NE_C030""]",advanced,"[""real_world_power"", ""modeling"", ""unit_context""]",[12],M2_NE_RAW_034,curated_problem_type_from_raw_taxonomy
M2_NE_PT099,중2,M2_NUMBER_EXPRESSION,수와 식,접은 종이의 두께,지수법칙을 이용한 실생활 문제 범주의 '접은 종이의 두께' 유형을 진단한다.,"[""M2_NE_C027"", ""M2_NE_C030""]",advanced,"[""real_world_power"", ""modeling"", ""unit_context""]",[12],M2_NE_RAW_034,curated_problem_type_from_raw_taxonomy
M2_NE_PT100,중2,M2_NUMBER_EXPRESSION,수와 식,같은 수의 덧셈식 간단히 하기,지수법칙의 응용(1) - 같은 수의 덧셈식 범주의 '같은 수의 덧셈식 간단히 하기' 유형을 진단한다.,"[""M2_NE_C021"", ""M2_NE_C031"", ""M2_NE_C027""]",advanced,"[""same_number_addition"", ""exponent_transformation""]",[13],M2_NE_RAW_035,curated_problem_type_from_raw_taxonomy
M2_NE_PT101,중2,M2_NUMBER_EXPRESSION,수와 식,분수 꼴의 형태,지수법칙의 응용(1) - 같은 수의 덧셈식 범주의 '분수 꼴의 형태' 유형을 진단한다.,"[""M2_NE_C021"", ""M2_NE_C031"", ""M2_NE_C027""]",advanced,"[""same_number_addition"", ""exponent_transformation""]",[13],M2_NE_RAW_035,curated_problem_type_from_raw_taxonomy
M2_NE_PT102,중2,M2_NUMBER_EXPRESSION,수와 식,지수법칙이 포함된 여러가지 식,지수법칙의 응용(1) - 같은 수의 덧셈식 범주의 '지수법칙이 포함된 여러가지 식' 유형을 진단한다.,"[""M2_NE_C021"", ""M2_NE_C031"", ""M2_NE_C027""]",advanced,"[""same_number_addition"", ""exponent_transformation""]",[13],M2_NE_RAW_035,curated_problem_type_from_raw_taxonomy
M2_NE_PT103,중2,M2_NUMBER_EXPRESSION,수와 식,같은 수의 덧셈식 응용,지수법칙의 응용(1) - 같은 수의 덧셈식 범주의 '같은 수의 덧셈식 응용' 유형을 진단한다.,"[""M2_NE_C021"", ""M2_NE_C031"", ""M2_NE_C027""]",advanced,"[""same_number_addition"", ""exponent_transformation""]",[13],M2_NE_RAW_035,curated_problem_type_from_raw_taxonomy
M2_NE_PT104,중2,M2_NUMBER_EXPRESSION,수와 식,한 자연수에 대하여 나타내기,지수법칙의 응용(2) - 다른 문자를 이용하여 나타내기(1) 범주의 '한 자연수에 대하여 나타내기' 유형을 진단한다.,"[""M2_NE_C032"", ""M2_NE_C027""]",advanced,"[""express_with_another_base"", ""exponent_rewrite""]",[13],M2_NE_RAW_036,curated_problem_type_from_raw_taxonomy
M2_NE_PT105,중2,M2_NUMBER_EXPRESSION,수와 식,한 자연수에 대하여 식을 나타내기,지수법칙의 응용(2) - 다른 문자를 이용하여 나타내기(1) 범주의 '한 자연수에 대하여 식을 나타내기' 유형을 진단한다.,"[""M2_NE_C032"", ""M2_NE_C027""]",advanced,"[""express_with_another_base"", ""exponent_rewrite""]",[13],M2_NE_RAW_036,curated_problem_type_from_raw_taxonomy
M2_NE_PT106,중2,M2_NUMBER_EXPRESSION,수와 식,여러 자연수에 대하여 나타내기,지수법칙의 응용(2) - 다른 문자를 이용하여 나타내기(1) 범주의 '여러 자연수에 대하여 나타내기' 유형을 진단한다.,"[""M2_NE_C032"", ""M2_NE_C027""]",advanced,"[""express_with_another_base"", ""exponent_rewrite""]",[13],M2_NE_RAW_036,curated_problem_type_from_raw_taxonomy
M2_NE_PT107,중2,M2_NUMBER_EXPRESSION,수와 식,한 자연수에 대하여 나타내기,지수법칙의 응용(3) - 다른 문자를 이용하여 나타내기(2) 범주의 '한 자연수에 대하여 나타내기' 유형을 진단한다.,"[""M2_NE_C032"", ""M2_NE_C027""]",advanced,"[""express_with_another_base"", ""exponent_rewrite""]",[13],M2_NE_RAW_037,curated_problem_type_from_raw_taxonomy
M2_NE_PT108,중2,M2_NUMBER_EXPRESSION,수와 식,여러 자연수에 대하여 나타내기,지수법칙의 응용(3) - 다른 문자를 이용하여 나타내기(2) 범주의 '여러 자연수에 대하여 나타내기' 유형을 진단한다.,"[""M2_NE_C032"", ""M2_NE_C027""]",advanced,"[""express_with_another_base"", ""exponent_rewrite""]",[13],M2_NE_RAW_037,curated_problem_type_from_raw_taxonomy
M2_NE_PT109,중2,M2_NUMBER_EXPRESSION,수와 식,일의 자리 숫자 구하기,지수법칙의 응용(4) - 지수법칙과 일의 자리수 범주의 '일의 자리 숫자 구하기' 유형을 진단한다.,"[""M2_NE_C027"", ""M2_NE_C033""]",advanced,"[""ones_digit_cycle"", ""cyclic_pattern"", ""defined_operation""]",[14],M2_NE_RAW_038,curated_problem_type_from_raw_taxonomy
M2_NE_PT110,중2,M2_NUMBER_EXPRESSION,수와 식,일의 자리 숫자의 응용,지수법칙의 응용(4) - 지수법칙과 일의 자리수 범주의 '일의 자리 숫자의 응용' 유형을 진단한다.,"[""M2_NE_C027"", ""M2_NE_C033""]",advanced,"[""ones_digit_cycle"", ""cyclic_pattern"", ""defined_operation""]",[14],M2_NE_RAW_038,curated_problem_type_from_raw_taxonomy
M2_NE_PT111,중2,M2_NUMBER_EXPRESSION,수와 식,기호로 정의된 경우,지수법칙의 응용(4) - 지수법칙과 일의 자리수 범주의 '기호로 정의된 경우' 유형을 진단한다.,"[""M2_NE_C027"", ""M2_NE_C033""]",advanced,"[""ones_digit_cycle"", ""cyclic_pattern"", ""defined_operation""]",[14],M2_NE_RAW_038,curated_problem_type_from_raw_taxonomy
M2_NE_PT112,중2,M2_NUMBER_EXPRESSION,수와 식,자연수의 자릿수 구하기,지수법칙의 응용(5) - 지수법칙과 자연수의 자릿수 범주의 '자연수의 자릿수 구하기' 유형을 진단한다.,"[""M2_NE_C027"", ""M2_NE_C034""]",advanced,"[""digit_count"", ""power_of_10"", ""place_value""]",[14],M2_NE_RAW_039,curated_problem_type_from_raw_taxonomy
M2_NE_PT113,중2,M2_NUMBER_EXPRESSION,수와 식,자연수의 자릿수 응용,지수법칙의 응용(5) - 지수법칙과 자연수의 자릿수 범주의 '자연수의 자릿수 응용' 유형을 진단한다.,"[""M2_NE_C027"", ""M2_NE_C034""]",advanced,"[""digit_count"", ""power_of_10"", ""place_value""]",[14],M2_NE_RAW_039,curated_problem_type_from_raw_taxonomy
M2_NE_PT114,중2,M2_NUMBER_EXPRESSION,수와 식,거듭제곱의 거듭제곱,지수에 미지수가 포함된 방정식의 풀이 범주의 '거듭제곱의 거듭제곱' 유형을 진단한다.,"[""M2_NE_C022"", ""M2_NE_C023"", ""M2_NE_C024"", ""M2_NE_C025"", ""M2_NE_C026"", ""M2_NE_C027"", ""M2_NE_C035""]",advanced,"[""exponent_equation"", ""unknown_exponent"", ""same_base_condition""]",[15],M2_NE_RAW_040,curated_problem_type_from_raw_taxonomy
M2_NE_PT115,중2,M2_NUMBER_EXPRESSION,수와 식,거듭제곱의 나눗셈,지수에 미지수가 포함된 방정식의 풀이 범주의 '거듭제곱의 나눗셈' 유형을 진단한다.,"[""M2_NE_C022"", ""M2_NE_C023"", ""M2_NE_C024"", ""M2_NE_C025"", ""M2_NE_C026"", ""M2_NE_C027"", ""M2_NE_C035""]",advanced,"[""exponent_equation"", ""unknown_exponent"", ""same_base_condition""]",[15],M2_NE_RAW_040,curated_problem_type_from_raw_taxonomy
M2_NE_PT116,중2,M2_NUMBER_EXPRESSION,수와 식,곱의 거듭제곱,지수에 미지수가 포함된 방정식의 풀이 범주의 '곱의 거듭제곱' 유형을 진단한다.,"[""M2_NE_C022"", ""M2_NE_C023"", ""M2_NE_C024"", ""M2_NE_C025"", ""M2_NE_C026"", ""M2_NE_C027"", ""M2_NE_C035""]",advanced,"[""exponent_equation"", ""unknown_exponent"", ""same_base_condition""]",[15],M2_NE_RAW_040,curated_problem_type_from_raw_taxonomy
M2_NE_PT117,중2,M2_NUMBER_EXPRESSION,수와 식,몫의 거듭제곱,지수에 미지수가 포함된 방정식의 풀이 범주의 '몫의 거듭제곱' 유형을 진단한다.,"[""M2_NE_C022"", ""M2_NE_C023"", ""M2_NE_C024"", ""M2_NE_C025"", ""M2_NE_C026"", ""M2_NE_C027"", ""M2_NE_C035""]",advanced,"[""exponent_equation"", ""unknown_exponent"", ""same_base_condition""]",[15],M2_NE_RAW_040,curated_problem_type_from_raw_taxonomy
M2_NE_PT118,중2,M2_NUMBER_EXPRESSION,수와 식,혼합계산,지수에 미지수가 포함된 방정식의 풀이 범주의 '혼합계산' 유형을 진단한다.,"[""M2_NE_C022"", ""M2_NE_C023"", ""M2_NE_C024"", ""M2_NE_C025"", ""M2_NE_C026"", ""M2_NE_C027"", ""M2_NE_C035""]",advanced,"[""exponent_equation"", ""unknown_exponent"", ""same_base_condition""]",[15],M2_NE_RAW_040,curated_problem_type_from_raw_taxonomy
M2_NE_PT119,중2,M2_NUMBER_EXPRESSION,수와 식,나열된 수의 곱,지수에 미지수가 포함된 방정식의 풀이 범주의 '나열된 수의 곱' 유형을 진단한다.,"[""M2_NE_C022"", ""M2_NE_C023"", ""M2_NE_C024"", ""M2_NE_C025"", ""M2_NE_C026"", ""M2_NE_C027"", ""M2_NE_C035""]",advanced,"[""exponent_equation"", ""unknown_exponent"", ""same_base_condition""]",[15],M2_NE_RAW_040,curated_problem_type_from_raw_taxonomy
M2_NE_PT120,중2,M2_NUMBER_EXPRESSION,수와 식,같은 수의 덧셈식,지수에 미지수가 포함된 방정식의 풀이 범주의 '같은 수의 덧셈식' 유형을 진단한다.,"[""M2_NE_C022"", ""M2_NE_C023"", ""M2_NE_C024"", ""M2_NE_C025"", ""M2_NE_C026"", ""M2_NE_C027"", ""M2_NE_C035""]",advanced,"[""exponent_equation"", ""unknown_exponent"", ""same_base_condition""]",[15],M2_NE_RAW_040,curated_problem_type_from_raw_taxonomy
M2_NE_PT121,중2,M2_NUMBER_EXPRESSION,수와 식,한 문자에 대한 곱셈,단항식의 곱셈 범주의 '한 문자에 대한 곱셈' 유형을 진단한다.,"[""M2_NE_C037"", ""M2_NE_C038"", ""M2_NE_C022""]",core,"[""monomial_multiplication"", ""coefficient_variable_split"", ""same_base_multiplication""]",[16],M2_NE_RAW_041,curated_problem_type_from_raw_taxonomy
M2_NE_PT122,중2,M2_NUMBER_EXPRESSION,수와 식,여러 문자에 대한 곱셈,단항식의 곱셈 범주의 '여러 문자에 대한 곱셈' 유형을 진단한다.,"[""M2_NE_C037"", ""M2_NE_C038"", ""M2_NE_C022""]",core,"[""monomial_multiplication"", ""coefficient_variable_split"", ""same_base_multiplication""]",[16],M2_NE_RAW_041,curated_problem_type_from_raw_taxonomy
M2_NE_PT123,중2,M2_NUMBER_EXPRESSION,수와 식,여러 문자의 곱에 대한 곱셈,단항식의 곱셈 범주의 '여러 문자의 곱에 대한 곱셈' 유형을 진단한다.,"[""M2_NE_C037"", ""M2_NE_C038"", ""M2_NE_C022""]",core,"[""monomial_multiplication"", ""coefficient_variable_split"", ""same_base_multiplication""]",[16],M2_NE_RAW_041,curated_problem_type_from_raw_taxonomy
M2_NE_PT124,중2,M2_NUMBER_EXPRESSION,수와 식,분수꼴을 포함한 곱셈,단항식의 곱셈 범주의 '분수꼴을 포함한 곱셈' 유형을 진단한다.,"[""M2_NE_C037"", ""M2_NE_C038"", ""M2_NE_C022""]",core,"[""monomial_multiplication"", ""coefficient_variable_split"", ""same_base_multiplication""]",[16],M2_NE_RAW_041,curated_problem_type_from_raw_taxonomy
M2_NE_PT125,중2,M2_NUMBER_EXPRESSION,수와 식,역수 구하기,단항식의 나눗셈 범주의 '역수 구하기' 유형을 진단한다.,"[""M2_NE_C037"", ""M2_NE_C039"", ""M2_NE_C024""]",core,"[""monomial_division"", ""reciprocal"", ""exponent_subtraction""]",[16],M2_NE_RAW_042,curated_problem_type_from_raw_taxonomy
M2_NE_PT126,중2,M2_NUMBER_EXPRESSION,수와 식,한 문자에 대한 나눗셈,단항식의 나눗셈 범주의 '한 문자에 대한 나눗셈' 유형을 진단한다.,"[""M2_NE_C037"", ""M2_NE_C039"", ""M2_NE_C024""]",core,"[""monomial_division"", ""reciprocal"", ""exponent_subtraction""]",[16],M2_NE_RAW_042,curated_problem_type_from_raw_taxonomy
M2_NE_PT127,중2,M2_NUMBER_EXPRESSION,수와 식,여러 문자에 대한 나눗셈,단항식의 나눗셈 범주의 '여러 문자에 대한 나눗셈' 유형을 진단한다.,"[""M2_NE_C037"", ""M2_NE_C039"", ""M2_NE_C024""]",core,"[""monomial_division"", ""reciprocal"", ""exponent_subtraction""]",[16],M2_NE_RAW_042,curated_problem_type_from_raw_taxonomy
M2_NE_PT128,중2,M2_NUMBER_EXPRESSION,수와 식,계산식에 미지수가 포함된 경우,단항식의 나눗셈 범주의 '계산식에 미지수가 포함된 경우' 유형을 진단한다.,"[""M2_NE_C037"", ""M2_NE_C039"", ""M2_NE_C024""]",core,"[""monomial_division"", ""reciprocal"", ""exponent_subtraction""]",[16],M2_NE_RAW_042,curated_problem_type_from_raw_taxonomy
