problem_type_id,grade,unit_id,unit_name,type_name,description,concept_ids,default_difficulty,error_tags,source_orders,raw_section_id,status
M3_TRIG_PT067,중3,M3_TRIGONOMETRIC_RATIO,삼각비,직각삼각형의 변의 길이 - 기본 판별,직각삼각형의 변의 길이 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C023,core,trigonometric_ratio|length_calculation,23,M3_TRIG_RAW_023,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT068,중3,M3_TRIGONOMETRIC_RATIO,삼각비,직각삼각형의 변의 길이 - 계산·해석,직각삼각형의 변의 길이 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C023,standard,trigonometric_ratio|length_calculation,23,M3_TRIG_RAW_023,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT069,중3,M3_TRIGONOMETRIC_RATIO,삼각비,직각삼각형의 변의 길이 - 복합 적용,직각삼각형의 변의 길이 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C023,advanced,trigonometric_ratio|length_calculation,23,M3_TRIG_RAW_023,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT070,중3,M3_TRIGONOMETRIC_RATIO,삼각비,입체도형에서 직각삼각형의 변의 길이의 활용 - 기본 판별,입체도형에서 직각삼각형의 변의 길이의 활용 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C024,core,trigonometric_ratio|solid_geometry|length_calculation,24,M3_TRIG_RAW_024,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT071,중3,M3_TRIGONOMETRIC_RATIO,삼각비,입체도형에서 직각삼각형의 변의 길이의 활용 - 계산·해석,입체도형에서 직각삼각형의 변의 길이의 활용 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C024,standard,trigonometric_ratio|solid_geometry|length_calculation,24,M3_TRIG_RAW_024,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT072,중3,M3_TRIGONOMETRIC_RATIO,삼각비,입체도형에서 직각삼각형의 변의 길이의 활용 - 복합 적용,입체도형에서 직각삼각형의 변의 길이의 활용 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C024,advanced,trigonometric_ratio|solid_geometry|length_calculation,24,M3_TRIG_RAW_024,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT073,중3,M3_TRIGONOMETRIC_RATIO,삼각비,실생활에서 직각삼각형의 변의 길이 - 기본 판별,실생활에서 직각삼각형의 변의 길이 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C025,core,trigonometric_ratio|real_world_modeling|length_calculation,25,M3_TRIG_RAW_025,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT074,중3,M3_TRIGONOMETRIC_RATIO,삼각비,실생활에서 직각삼각형의 변의 길이 - 계산·해석,실생활에서 직각삼각형의 변의 길이 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C025,standard,trigonometric_ratio|real_world_modeling|length_calculation,25,M3_TRIG_RAW_025,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT075,중3,M3_TRIGONOMETRIC_RATIO,삼각비,실생활에서 직각삼각형의 변의 길이 - 복합 적용,실생활에서 직각삼각형의 변의 길이 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C025,advanced,trigonometric_ratio|real_world_modeling|length_calculation,25,M3_TRIG_RAW_025,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT076,중3,M3_TRIGONOMETRIC_RATIO,삼각비,실생활에서 직각삼각형의 변의 길이의 활용 - 기본 판별,실생활에서 직각삼각형의 변의 길이의 활용 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C026,core,trigonometric_ratio|real_world_modeling|length_calculation,26,M3_TRIG_RAW_026,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT077,중3,M3_TRIGONOMETRIC_RATIO,삼각비,실생활에서 직각삼각형의 변의 길이의 활용 - 계산·해석,실생활에서 직각삼각형의 변의 길이의 활용 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C026,standard,trigonometric_ratio|real_world_modeling|length_calculation,26,M3_TRIG_RAW_026,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT078,중3,M3_TRIGONOMETRIC_RATIO,삼각비,실생활에서 직각삼각형의 변의 길이의 활용 - 복합 적용,실생활에서 직각삼각형의 변의 길이의 활용 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C026,advanced,trigonometric_ratio|real_world_modeling|length_calculation,26,M3_TRIG_RAW_026,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT079,중3,M3_TRIGONOMETRIC_RATIO,삼각비,일반 삼각형의 변의 길이(1); 두 변의 길이와 그 끼인각의 크기를 알 때 - 기본 판별,일반 삼각형의 변의 길이(1); 두 변의 길이와 그 끼인각의 크기를 알 때 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C027,core,trigonometric_ratio|general_triangle|length_calculation|angle_determination,27,M3_TRIG_RAW_027,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT080,중3,M3_TRIGONOMETRIC_RATIO,삼각비,일반 삼각형의 변의 길이(1); 두 변의 길이와 그 끼인각의 크기를 알 때 - 계산·해석,일반 삼각형의 변의 길이(1); 두 변의 길이와 그 끼인각의 크기를 알 때 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C027,standard,trigonometric_ratio|general_triangle|length_calculation|angle_determination,27,M3_TRIG_RAW_027,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT081,중3,M3_TRIGONOMETRIC_RATIO,삼각비,일반 삼각형의 변의 길이(1); 두 변의 길이와 그 끼인각의 크기를 알 때 - 복합 적용,일반 삼각형의 변의 길이(1); 두 변의 길이와 그 끼인각의 크기를 알 때 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C027,advanced,trigonometric_ratio|general_triangle|length_calculation|angle_determination,27,M3_TRIG_RAW_027,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT082,중3,M3_TRIGONOMETRIC_RATIO,삼각비,일반 삼각형의 변의 길이(2); 한 변의 길이와 그 양 끝 각의 크기를 알 때 - 기본 판별,일반 삼각형의 변의 길이(2); 한 변의 길이와 그 양 끝 각의 크기를 알 때 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C028,core,trigonometric_ratio|general_triangle|length_calculation|angle_determination,28,M3_TRIG_RAW_028,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT083,중3,M3_TRIGONOMETRIC_RATIO,삼각비,일반 삼각형의 변의 길이(2); 한 변의 길이와 그 양 끝 각의 크기를 알 때 - 계산·해석,일반 삼각형의 변의 길이(2); 한 변의 길이와 그 양 끝 각의 크기를 알 때 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C028,standard,trigonometric_ratio|general_triangle|length_calculation|angle_determination,28,M3_TRIG_RAW_028,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT084,중3,M3_TRIGONOMETRIC_RATIO,삼각비,일반 삼각형의 변의 길이(2); 한 변의 길이와 그 양 끝 각의 크기를 알 때 - 복합 적용,일반 삼각형의 변의 길이(2); 한 변의 길이와 그 양 끝 각의 크기를 알 때 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C028,advanced,trigonometric_ratio|general_triangle|length_calculation|angle_determination,28,M3_TRIG_RAW_028,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT085,중3,M3_TRIGONOMETRIC_RATIO,삼각비,예각삼각형의 높이 - 기본 판별,예각삼각형의 높이 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C029,core,trigonometric_ratio|acute_triangle|triangle_height,29,M3_TRIG_RAW_029,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT086,중3,M3_TRIGONOMETRIC_RATIO,삼각비,예각삼각형의 높이 - 계산·해석,예각삼각형의 높이 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C029,standard,trigonometric_ratio|acute_triangle|triangle_height,29,M3_TRIG_RAW_029,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT087,중3,M3_TRIGONOMETRIC_RATIO,삼각비,예각삼각형의 높이 - 복합 적용,예각삼각형의 높이 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C029,advanced,trigonometric_ratio|acute_triangle|triangle_height,29,M3_TRIG_RAW_029,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT088,중3,M3_TRIGONOMETRIC_RATIO,삼각비,둔각삼각형의 높이 - 기본 판별,둔각삼각형의 높이 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C030,core,trigonometric_ratio|obtuse_triangle|triangle_height,30,M3_TRIG_RAW_030,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT089,중3,M3_TRIGONOMETRIC_RATIO,삼각비,둔각삼각형의 높이 - 계산·해석,둔각삼각형의 높이 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C030,standard,trigonometric_ratio|obtuse_triangle|triangle_height,30,M3_TRIG_RAW_030,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT090,중3,M3_TRIGONOMETRIC_RATIO,삼각비,둔각삼각형의 높이 - 복합 적용,둔각삼각형의 높이 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C030,advanced,trigonometric_ratio|obtuse_triangle|triangle_height,30,M3_TRIG_RAW_030,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT091,중3,M3_TRIGONOMETRIC_RATIO,삼각비,예각삼각형의 넓이 - 기본 판별,예각삼각형의 넓이 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C031,core,trigonometric_ratio|acute_triangle|area,31,M3_TRIG_RAW_031,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT092,중3,M3_TRIGONOMETRIC_RATIO,삼각비,예각삼각형의 넓이 - 계산·해석,예각삼각형의 넓이 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C031,standard,trigonometric_ratio|acute_triangle|area,31,M3_TRIG_RAW_031,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT093,중3,M3_TRIGONOMETRIC_RATIO,삼각비,예각삼각형의 넓이 - 복합 적용,예각삼각형의 넓이 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C031,advanced,trigonometric_ratio|acute_triangle|area,31,M3_TRIG_RAW_031,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT094,중3,M3_TRIGONOMETRIC_RATIO,삼각비,둔각삼각형의 넓이 - 기본 판별,둔각삼각형의 넓이 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C032,core,trigonometric_ratio|obtuse_triangle|area,32,M3_TRIG_RAW_032,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT095,중3,M3_TRIGONOMETRIC_RATIO,삼각비,둔각삼각형의 넓이 - 계산·해석,둔각삼각형의 넓이 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C032,standard,trigonometric_ratio|obtuse_triangle|area,32,M3_TRIG_RAW_032,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT096,중3,M3_TRIGONOMETRIC_RATIO,삼각비,둔각삼각형의 넓이 - 복합 적용,둔각삼각형의 넓이 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C032,advanced,trigonometric_ratio|obtuse_triangle|area,32,M3_TRIG_RAW_032,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT097,중3,M3_TRIGONOMETRIC_RATIO,삼각비,다각형의 넓이 - 기본 판별,다각형의 넓이 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C033,core,trigonometric_ratio|polygon_area|area,33,M3_TRIG_RAW_033,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT098,중3,M3_TRIGONOMETRIC_RATIO,삼각비,다각형의 넓이 - 계산·해석,다각형의 넓이 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C033,standard,trigonometric_ratio|polygon_area|area,33,M3_TRIG_RAW_033,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT099,중3,M3_TRIGONOMETRIC_RATIO,삼각비,다각형의 넓이 - 복합 적용,다각형의 넓이 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C033,advanced,trigonometric_ratio|polygon_area|area,33,M3_TRIG_RAW_033,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT100,중3,M3_TRIGONOMETRIC_RATIO,삼각비,정다각형의 넓이 - 기본 판별,정다각형의 넓이 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C034,core,trigonometric_ratio|regular_polygon|polygon_area|area,34,M3_TRIG_RAW_034,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT101,중3,M3_TRIGONOMETRIC_RATIO,삼각비,정다각형의 넓이 - 계산·해석,정다각형의 넓이 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C034,standard,trigonometric_ratio|regular_polygon|polygon_area|area,34,M3_TRIG_RAW_034,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT102,중3,M3_TRIGONOMETRIC_RATIO,삼각비,정다각형의 넓이 - 복합 적용,정다각형의 넓이 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C034,advanced,trigonometric_ratio|regular_polygon|polygon_area|area,34,M3_TRIG_RAW_034,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT103,중3,M3_TRIGONOMETRIC_RATIO,삼각비,평행사변형의 넓이 - 기본 판별,평행사변형의 넓이 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C035,core,trigonometric_ratio|parallelogram_area|area,35,M3_TRIG_RAW_035,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT104,중3,M3_TRIGONOMETRIC_RATIO,삼각비,평행사변형의 넓이 - 계산·해석,평행사변형의 넓이 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C035,standard,trigonometric_ratio|parallelogram_area|area,35,M3_TRIG_RAW_035,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT105,중3,M3_TRIGONOMETRIC_RATIO,삼각비,평행사변형의 넓이 - 복합 적용,평행사변형의 넓이 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C035,advanced,trigonometric_ratio|parallelogram_area|area,35,M3_TRIG_RAW_035,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT106,중3,M3_TRIGONOMETRIC_RATIO,삼각비,사각형의 넓이 - 기본 판별,사각형의 넓이 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C036,core,trigonometric_ratio|quadrilateral_area|area,36,M3_TRIG_RAW_036,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT107,중3,M3_TRIGONOMETRIC_RATIO,삼각비,사각형의 넓이 - 계산·해석,사각형의 넓이 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C036,standard,trigonometric_ratio|quadrilateral_area|area,36,M3_TRIG_RAW_036,restored_canonical_problem_type_from_patch150_contract
M3_TRIG_PT108,중3,M3_TRIGONOMETRIC_RATIO,삼각비,사각형의 넓이 - 복합 적용,사각형의 넓이 범주에서 조건을 삼각비로 변환하고 필요한 길이·각·넓이를 구하는 능력을 진단한다.,M3_TRIG_C036,advanced,trigonometric_ratio|quadrilateral_area|area,36,M3_TRIG_RAW_036,restored_canonical_problem_type_from_patch150_contract
