problem_type_id,grade,unit_id,unit_name,type_name,description,concept_ids,default_difficulty,error_tags,source_orders,raw_section_id,status
H1_CM1_EQINEQ_PT047,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,이차방정식의 근과 계수의 관계 - 조건 적용,"복소수와 이차방정식 범주의 '이차방정식의 근과 계수의 관계' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C019|H1_CM1_EQINEQ_C020,standard,complex_number|real_imaginary_part|quadratic_equation|roots_coefficients,15,H1_CM1_EQINEQ_RAW_016,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT048,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,이차방정식의 근과 계수의 관계 - 활용 추론,"복소수와 이차방정식 범주의 '이차방정식의 근과 계수의 관계' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C019|H1_CM1_EQINEQ_C020,advanced,complex_number|real_imaginary_part|quadratic_equation|roots_coefficients,15,H1_CM1_EQINEQ_RAW_016,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT049,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,근 조건이 주어진 미정계수 결정 - 기본 판별,"복소수와 이차방정식 범주의 '근 조건이 주어진 미정계수 결정' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C019|H1_CM1_EQINEQ_C021,core,complex_number|real_imaginary_part|quadratic_equation|unknown_parameter|condition_interpretation,16,H1_CM1_EQINEQ_RAW_017,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT050,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,근 조건이 주어진 미정계수 결정 - 조건 적용,"복소수와 이차방정식 범주의 '근 조건이 주어진 미정계수 결정' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C019|H1_CM1_EQINEQ_C021,standard,complex_number|real_imaginary_part|quadratic_equation|unknown_parameter|condition_interpretation,16,H1_CM1_EQINEQ_RAW_017,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT051,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,근 조건이 주어진 미정계수 결정 - 활용 추론,"복소수와 이차방정식 범주의 '근 조건이 주어진 미정계수 결정' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C019|H1_CM1_EQINEQ_C021,advanced,complex_number|real_imaginary_part|quadratic_equation|unknown_parameter|condition_interpretation,16,H1_CM1_EQINEQ_RAW_017,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT052,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,두 수를 근으로 하는 이차방정식 - 기본 판별,"복소수와 이차방정식 범주의 '두 수를 근으로 하는 이차방정식' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C022|H1_CM1_EQINEQ_C019|H1_CM1_EQINEQ_C021,core,complex_number|real_imaginary_part|quadratic_equation,17,H1_CM1_EQINEQ_RAW_018,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT053,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,두 수를 근으로 하는 이차방정식 - 조건 적용,"복소수와 이차방정식 범주의 '두 수를 근으로 하는 이차방정식' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C022|H1_CM1_EQINEQ_C019|H1_CM1_EQINEQ_C021,standard,complex_number|real_imaginary_part|quadratic_equation,17,H1_CM1_EQINEQ_RAW_018,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT054,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,두 수를 근으로 하는 이차방정식 - 활용 추론,"복소수와 이차방정식 범주의 '두 수를 근으로 하는 이차방정식' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C022|H1_CM1_EQINEQ_C019|H1_CM1_EQINEQ_C021,advanced,complex_number|real_imaginary_part|quadratic_equation,17,H1_CM1_EQINEQ_RAW_018,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT055,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,f(x)=0의 근을 이용하여 f(ax+b)=0의 근 구하기 - 기본 판별,"복소수와 이차방정식 범주의 'f(x)=0의 근을 이용하여 f(ax+b)=0의 근 구하기' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C023,core,complex_number|real_imaginary_part|quadratic_equation,18,H1_CM1_EQINEQ_RAW_019,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT056,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,f(x)=0의 근을 이용하여 f(ax+b)=0의 근 구하기 - 조건 적용,"복소수와 이차방정식 범주의 'f(x)=0의 근을 이용하여 f(ax+b)=0의 근 구하기' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C023,standard,complex_number|real_imaginary_part|quadratic_equation,18,H1_CM1_EQINEQ_RAW_019,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT057,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,f(x)=0의 근을 이용하여 f(ax+b)=0의 근 구하기 - 활용 추론,"복소수와 이차방정식 범주의 'f(x)=0의 근을 이용하여 f(ax+b)=0의 근 구하기' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C023,advanced,complex_number|real_imaginary_part|quadratic_equation,18,H1_CM1_EQINEQ_RAW_019,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT058,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,잘못 보고 푼 이차방정식 - 기본 판별,"복소수와 이차방정식 범주의 '잘못 보고 푼 이차방정식' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C024,core,complex_number|real_imaginary_part|quadratic_equation,18,H1_CM1_EQINEQ_RAW_020,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT059,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,잘못 보고 푼 이차방정식 - 조건 적용,"복소수와 이차방정식 범주의 '잘못 보고 푼 이차방정식' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C024,standard,complex_number|real_imaginary_part|quadratic_equation,18,H1_CM1_EQINEQ_RAW_020,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT060,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,잘못 보고 푼 이차방정식 - 활용 추론,"복소수와 이차방정식 범주의 '잘못 보고 푼 이차방정식' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C024,advanced,complex_number|real_imaginary_part|quadratic_equation,18,H1_CM1_EQINEQ_RAW_020,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT061,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,이차방정식의 켤레근 - 기본 판별,"복소수와 이차방정식 범주의 '이차방정식의 켤레근' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C025|H1_CM1_EQINEQ_C022,core,complex_number|real_imaginary_part|conjugate_complex|quadratic_equation,19,H1_CM1_EQINEQ_RAW_021,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT062,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,이차방정식의 켤레근 - 조건 적용,"복소수와 이차방정식 범주의 '이차방정식의 켤레근' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C025|H1_CM1_EQINEQ_C022,standard,complex_number|real_imaginary_part|conjugate_complex|quadratic_equation,19,H1_CM1_EQINEQ_RAW_021,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT063,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,이차방정식의 켤레근 - 활용 추론,"복소수와 이차방정식 범주의 '이차방정식의 켤레근' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C025|H1_CM1_EQINEQ_C022,advanced,complex_number|real_imaginary_part|conjugate_complex|quadratic_equation,19,H1_CM1_EQINEQ_RAW_021,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT064,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,일차함수의 그래프 - 기본 판별,"이차방정식과 이차함수 범주의 '일차함수의 그래프' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C026,core,quadratic_equation|quadratic_function_graph,20,H1_CM1_EQINEQ_RAW_022,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT065,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,일차함수의 그래프 - 조건 적용,"이차방정식과 이차함수 범주의 '일차함수의 그래프' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C026,standard,quadratic_equation|quadratic_function_graph,20,H1_CM1_EQINEQ_RAW_022,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT066,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,일차함수의 그래프 - 활용 추론,"이차방정식과 이차함수 범주의 '일차함수의 그래프' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C026,advanced,quadratic_equation|quadratic_function_graph,20,H1_CM1_EQINEQ_RAW_022,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT067,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,이차함수의 그래프 - 기본 판별,"이차방정식과 이차함수 범주의 '이차함수의 그래프' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C027,core,quadratic_equation|quadratic_function_graph,21,H1_CM1_EQINEQ_RAW_023,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT068,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,이차함수의 그래프 - 조건 적용,"이차방정식과 이차함수 범주의 '이차함수의 그래프' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C027,standard,quadratic_equation|quadratic_function_graph,21,H1_CM1_EQINEQ_RAW_023,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT069,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,이차함수의 그래프 - 활용 추론,"이차방정식과 이차함수 범주의 '이차함수의 그래프' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C027,advanced,quadratic_equation|quadratic_function_graph,21,H1_CM1_EQINEQ_RAW_023,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT070,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,이차함수의 그래프와 x축의 교점 - 기본 판별,"이차방정식과 이차함수 범주의 '이차함수의 그래프와 x축의 교점' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C028,core,quadratic_equation|quadratic_function_graph|graph_position|intersection,22,H1_CM1_EQINEQ_RAW_024,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT071,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,이차함수의 그래프와 x축의 교점 - 조건 적용,"이차방정식과 이차함수 범주의 '이차함수의 그래프와 x축의 교점' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C028,standard,quadratic_equation|quadratic_function_graph|graph_position|intersection,22,H1_CM1_EQINEQ_RAW_024,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT072,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,이차함수의 그래프와 x축의 교점 - 활용 추론,"이차방정식과 이차함수 범주의 '이차함수의 그래프와 x축의 교점' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C028,advanced,quadratic_equation|quadratic_function_graph|graph_position|intersection,22,H1_CM1_EQINEQ_RAW_024,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT073,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,이차함수와 이차방정식의 활용 - 기본 판별,"이차방정식과 이차함수 범주의 '이차함수와 이차방정식의 활용' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C027|H1_CM1_EQINEQ_C028|H1_CM1_EQINEQ_C034,core,quadratic_equation|quadratic_function_graph|application_modeling,22,H1_CM1_EQINEQ_RAW_025,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT074,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,이차함수와 이차방정식의 활용 - 조건 적용,"이차방정식과 이차함수 범주의 '이차함수와 이차방정식의 활용' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C027|H1_CM1_EQINEQ_C028|H1_CM1_EQINEQ_C034,standard,quadratic_equation|quadratic_function_graph|application_modeling,22,H1_CM1_EQINEQ_RAW_025,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT075,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,이차함수와 이차방정식의 활용 - 활용 추론,"이차방정식과 이차함수 범주의 '이차함수와 이차방정식의 활용' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C027|H1_CM1_EQINEQ_C028|H1_CM1_EQINEQ_C034,advanced,quadratic_equation|quadratic_function_graph|application_modeling,22,H1_CM1_EQINEQ_RAW_025,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT076,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,이차함수의 그래프와 x축의 위치 관계 - 기본 판별,"이차방정식과 이차함수 범주의 '이차함수의 그래프와 x축의 위치 관계' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C028|H1_CM1_EQINEQ_C029|H1_CM1_EQINEQ_C016,core,quadratic_equation|quadratic_function_graph|graph_position|intersection,23,H1_CM1_EQINEQ_RAW_026,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT077,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,이차함수의 그래프와 x축의 위치 관계 - 조건 적용,"이차방정식과 이차함수 범주의 '이차함수의 그래프와 x축의 위치 관계' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C028|H1_CM1_EQINEQ_C029|H1_CM1_EQINEQ_C016,standard,quadratic_equation|quadratic_function_graph|graph_position|intersection,23,H1_CM1_EQINEQ_RAW_026,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT078,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,이차함수의 그래프와 x축의 위치 관계 - 활용 추론,"이차방정식과 이차함수 범주의 '이차함수의 그래프와 x축의 위치 관계' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C028|H1_CM1_EQINEQ_C029|H1_CM1_EQINEQ_C016,advanced,quadratic_equation|quadratic_function_graph|graph_position|intersection,23,H1_CM1_EQINEQ_RAW_026,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT079,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,이차함수의 그래프와 직선의 교점 - 기본 판별,"이차방정식과 이차함수 범주의 '이차함수의 그래프와 직선의 교점' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C030,core,quadratic_equation|quadratic_function_graph|graph_position|intersection,24,H1_CM1_EQINEQ_RAW_027,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT080,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,이차함수의 그래프와 직선의 교점 - 조건 적용,"이차방정식과 이차함수 범주의 '이차함수의 그래프와 직선의 교점' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C030,standard,quadratic_equation|quadratic_function_graph|graph_position|intersection,24,H1_CM1_EQINEQ_RAW_027,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT081,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,이차함수의 그래프와 직선의 교점 - 활용 추론,"이차방정식과 이차함수 범주의 '이차함수의 그래프와 직선의 교점' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C030,advanced,quadratic_equation|quadratic_function_graph|graph_position|intersection,24,H1_CM1_EQINEQ_RAW_027,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT082,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,이차함수 그래프와 직선의 위치 관계 - 기본 판별,"이차방정식과 이차함수 범주의 '이차함수 그래프와 직선의 위치 관계' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C030|H1_CM1_EQINEQ_C031,core,quadratic_equation|quadratic_function_graph|graph_position|intersection,25|26,H1_CM1_EQINEQ_RAW_028,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT083,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,이차함수 그래프와 직선의 위치 관계 - 조건 적용,"이차방정식과 이차함수 범주의 '이차함수 그래프와 직선의 위치 관계' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C030|H1_CM1_EQINEQ_C031,standard,quadratic_equation|quadratic_function_graph|graph_position|intersection,25|26,H1_CM1_EQINEQ_RAW_028,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT084,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,이차함수 그래프와 직선의 위치 관계 - 활용 추론,"이차방정식과 이차함수 범주의 '이차함수 그래프와 직선의 위치 관계' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C030|H1_CM1_EQINEQ_C031,advanced,quadratic_equation|quadratic_function_graph|graph_position|intersection,25|26,H1_CM1_EQINEQ_RAW_028,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT085,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,절댓값 포함 방정식의 실근 개수와 함수 그래프 - 기본 판별,"이차방정식과 이차함수 범주의 '절댓값 포함 방정식의 실근 개수와 함수 그래프' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C028|H1_CM1_EQINEQ_C029,core,quadratic_equation|discriminant|root_count|absolute_value|case_split|quadratic_function_graph,26,H1_CM1_EQINEQ_RAW_029,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT086,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,절댓값 포함 방정식의 실근 개수와 함수 그래프 - 조건 적용,"이차방정식과 이차함수 범주의 '절댓값 포함 방정식의 실근 개수와 함수 그래프' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C028|H1_CM1_EQINEQ_C029,standard,quadratic_equation|discriminant|root_count|absolute_value|case_split|quadratic_function_graph,26,H1_CM1_EQINEQ_RAW_029,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT087,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,절댓값 포함 방정식의 실근 개수와 함수 그래프 - 활용 추론,"이차방정식과 이차함수 범주의 '절댓값 포함 방정식의 실근 개수와 함수 그래프' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C028|H1_CM1_EQINEQ_C029,advanced,quadratic_equation|discriminant|root_count|absolute_value|case_split|quadratic_function_graph,26,H1_CM1_EQINEQ_RAW_029,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT088,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,이차함수의 최대·최소 - 기본 판별,"이차방정식과 이차함수 범주의 '이차함수의 최대·최소' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C032,core,quadratic_equation|quadratic_function_graph|max_min|vertex,26,H1_CM1_EQINEQ_RAW_030,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT089,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,이차함수의 최대·최소 - 조건 적용,"이차방정식과 이차함수 범주의 '이차함수의 최대·최소' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C032,standard,quadratic_equation|quadratic_function_graph|max_min|vertex,26,H1_CM1_EQINEQ_RAW_030,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT090,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,이차함수의 최대·최소 - 활용 추론,"이차방정식과 이차함수 범주의 '이차함수의 최대·최소' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C032,advanced,quadratic_equation|quadratic_function_graph|max_min|vertex,26,H1_CM1_EQINEQ_RAW_030,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT091,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,제한된 범위에서 이차함수의 최대·최소 - 기본 판별,"이차방정식과 이차함수 범주의 '제한된 범위에서 이차함수의 최대·최소' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C032,core,quadratic_equation|quadratic_function_graph|max_min|vertex,27,H1_CM1_EQINEQ_RAW_031,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT092,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,제한된 범위에서 이차함수의 최대·최소 - 조건 적용,"이차방정식과 이차함수 범주의 '제한된 범위에서 이차함수의 최대·최소' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C032,standard,quadratic_equation|quadratic_function_graph|max_min|vertex,27,H1_CM1_EQINEQ_RAW_031,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT093,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,제한된 범위에서 이차함수의 최대·최소 - 활용 추론,"이차방정식과 이차함수 범주의 '제한된 범위에서 이차함수의 최대·최소' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C032,advanced,quadratic_equation|quadratic_function_graph|max_min|vertex,27,H1_CM1_EQINEQ_RAW_031,curated_problem_type_from_raw_taxonomy
H1_CM1_EQINEQ_PT094,고1,H1_COMMON_MATH1_EQUATION_INEQUALITY,방정식과 부등식,최댓값 또는 최솟값이 주어졌을 때 미정계수 구하기 - 기본 판별,"이차방정식과 이차함수 범주의 '최댓값 또는 최솟값이 주어졌을 때 미정계수 구하기' 유형을 진단한다. 학생이 조건을 식·그래프·부호 구간으로 바꾸고, 근의 개수와 해의 범위를 검산할 수 있는지 확인한다.",H1_CM1_EQINEQ_C032|H1_CM1_EQINEQ_C033,core,quadratic_equation|unknown_parameter|condition_interpretation|quadratic_function_graph|max_min|vertex,27,H1_CM1_EQINEQ_RAW_032,curated_problem_type_from_raw_taxonomy
