item_id,source_id,source_question_no,source_page,solution_page,source_fingerprint,structure_fingerprint,source_type_label,answer_key,response_format,primary_problem_type_id,secondary_problem_type_ids,concept_ids,prerequisite_concept_ids,future_connection_ids,difficulty,observed_accuracy_percent,observed_challenge_band,problem_family_id,variant_level,representation_type,condition_count,first_action_hint,expected_process_stages,likely_error_tags,variant_id,near_duplicate_group,duplicate_of,mapping_status,mapping_confidence,review_status
M2_SIMPY_150_S04_Q028,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,028,7,46,ff730a00c787dbe6c797b6fdc2fa9be306afe49ed0147f8ff56713652f9e61b4,636e9793498270a0c6c8db340193ad5adf18b747346a54556466c16dd890703a,삼각형에서 평행선 사이의 선분의 길이의 비(2) 한 각이 맞꼭지각인 두 삼각형,10cm,length,M2_SIMPY_PT044,,M2_SIMPY_C015,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,core,81,low_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT044,variant,parallel_line_ratio_diagram,3,평행 표시에서 같은 각을 찾아 닮은 삼각형을 확정한 뒤 대응변의 비례식을 쓴다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,parallel_lines|segment_ratio|proportion|triangle_similarity|angle_bisector,M2_SIMPY_PT044__M2SIMPY150S04_Q028,M2_SIMPY_PT044::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q029,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,029,8,46,ae0dc232ccc098b1f25d4faa6efc3df10b29ca17c0456f7ebe227e52ba52a612,fd6323e2992bc5649327182f310c34cbf71e02c6a8d901f01b3759afd3cd246c,삼각형에서 평행선 사이의 선분의 길이의 비(2) 한 각이 맞꼭지각인 두 삼각형,28,integer,M2_SIMPY_PT044,,M2_SIMPY_C015,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,core,84,low_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT044,variant,parallel_line_ratio_diagram,4,평행 표시에서 같은 각을 찾아 닮은 삼각형을 확정한 뒤 대응변의 비례식을 쓴다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,parallel_lines|segment_ratio|proportion|triangle_similarity|angle_bisector,M2_SIMPY_PT044__M2SIMPY150S04_Q029,M2_SIMPY_PT044::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q030,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,030,8,46,e6f34b64cd256830025518ec6ac5f799a77d06fe6678c82a527b42e5136f114b,3200c0c273c732f5d4f02d2c6a9397e3681026185ba5ac222fa8ca2c109c2aac,삼각형에서 평행선 사이의 선분의 길이의 비의 응용,12cm,length,M2_SIMPY_PT047,,M2_SIMPY_C016,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,core,64,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT047,variant,parallel_line_ratio_diagram,5,평행 표시에서 같은 각을 찾아 닮은 삼각형을 확정한 뒤 대응변의 비례식을 쓴다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,parallel_lines|segment_ratio|proportion|triangle_similarity|angle_bisector,M2_SIMPY_PT047__M2SIMPY150S04_Q030,M2_SIMPY_PT047::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q031,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,031,8,46,97c2f8b15466b4ec27927fbc3258708e20a1fd8e498256abcaaa2b340c463b05,ccfe3ee663a8ceba8ecd6e42a1432f8b24039b37ca3595e27a90a67c0dc3847d,삼각형에서 평행선 사이의 선분의 길이의 비의 응용,64/11,fraction,M2_SIMPY_PT047,,M2_SIMPY_C016,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,core,63,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT047,variant,parallel_line_ratio_diagram,6,평행 표시에서 같은 각을 찾아 닮은 삼각형을 확정한 뒤 대응변의 비례식을 쓴다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,parallel_lines|segment_ratio|proportion|triangle_similarity|angle_bisector,M2_SIMPY_PT047__M2SIMPY150S04_Q031,M2_SIMPY_PT047::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q032,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,032,8,46,6f108c15aa97f588b600ea64dc1ff98624102244429fd29cf5b826fa88d2e075,888a3759b15e093d79c8ac51ed8218fc72026358f90bccd9b09906076da1a3d4,평행선 찾기,choice:2,single_choice,M2_SIMPY_PT049,,M2_SIMPY_C017,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,basic,71,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT049,variant,parallel_line_ratio_diagram,3,평행 표시에서 같은 각을 찾아 닮은 삼각형을 확정한 뒤 대응변의 비례식을 쓴다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,parallel_lines|segment_ratio|proportion|triangle_similarity|angle_bisector,M2_SIMPY_PT049__M2SIMPY150S04_Q032,M2_SIMPY_PT049::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q033,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,033,9,46,dcb0d58e6afe819e64aae5e4b9974ea60f6972eb084e5113ca5b7f1291fca9c8,6082fe35f773de932b6113eb748b0a4e4ab44e64900c8bdbdc777fef9cf5a99a,평행선 찾기,96/11,fraction,M2_SIMPY_PT051,,M2_SIMPY_C017,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,advanced,55,high_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT051,variant,parallel_line_ratio_diagram,4,평행 표시에서 같은 각을 찾아 닮은 삼각형을 확정한 뒤 대응변의 비례식을 쓴다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,parallel_lines|segment_ratio|proportion|triangle_similarity|angle_bisector,M2_SIMPY_PT051__M2SIMPY150S04_Q033,M2_SIMPY_PT051::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q034,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,034,9,46,f89841bb80d04eccf3b691e9d65735b313e50f2cca7377582d85e23390773f75,a1bc88b7bd8e47c576e820f6effc1fdc6dfe6cb80e65aaee1722b65430c096c2,삼각형의 내각의 이등분선과 변의 길이,51/5cm,length,M2_SIMPY_PT053,,M2_SIMPY_C018,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,core,64,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT053,variant,parallel_line_ratio_diagram,5,평행 표시에서 같은 각을 찾아 닮은 삼각형을 확정한 뒤 대응변의 비례식을 쓴다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,parallel_lines|segment_ratio|proportion|triangle_similarity|angle_bisector,M2_SIMPY_PT053__M2SIMPY150S04_Q034,M2_SIMPY_PT053::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q035,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,035,9,47,0e90351d42d3190f17802f90f5b88d509cd675f7a257c19c151d26e26e7e2e8c,9bd1b69b74685e3dcd4bc0ecd2e5d002bce7f9c896f0583f1386d537ca2f8ac7,삼각형의 내각의 이등분선과 변의 길이,5cm,length,M2_SIMPY_PT053,,M2_SIMPY_C018,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,core,77,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT053,variant,parallel_line_ratio_diagram,6,평행 표시에서 같은 각을 찾아 닮은 삼각형을 확정한 뒤 대응변의 비례식을 쓴다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,parallel_lines|segment_ratio|proportion|triangle_similarity|angle_bisector,M2_SIMPY_PT053__M2SIMPY150S04_Q035,M2_SIMPY_PT053::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q036,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,036,9,47,dc5f37ba189c06def19419db195c1429756aee3b4d826abf942e29c0ea40741a,5dc5b075bd698847798733150eaa3c3e57470f407393aac2bb2b0fcf4cb15400,삼각형의 내각의 이등분선과 변의 길이,16/13cm,length,M2_SIMPY_PT054,,M2_SIMPY_C018,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,advanced,49,high_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT054,variant,parallel_line_ratio_diagram,3,평행 표시에서 같은 각을 찾아 닮은 삼각형을 확정한 뒤 대응변의 비례식을 쓴다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,parallel_lines|segment_ratio|proportion|triangle_similarity|angle_bisector,M2_SIMPY_PT054__M2SIMPY150S04_Q036,M2_SIMPY_PT054::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q037,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,037,10,47,97f9af88decd543647239c6975912e4074647a4596911f777b70630211ed57d1,82fcea0f5624887feef34c6fbe53c3922f978846f6a16ccd9d92f309eecf754a,삼각형의 내각의 이등분선과 삼각형의 넓이,45cm²,area,M2_SIMPY_PT056,,M2_SIMPY_C019,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,core,71,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT056,variant,parallel_line_ratio_diagram,4,평행 표시에서 같은 각을 찾아 닮은 삼각형을 확정한 뒤 대응변의 비례식을 쓴다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,parallel_lines|segment_ratio|proportion|triangle_similarity|angle_bisector,M2_SIMPY_PT056__M2SIMPY150S04_Q037,M2_SIMPY_PT056::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q038,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,038,10,47,b62e1b3b6fbc5485e6de3f44a3e19613009f2bc62472d063ef7ebd7b649f03c6,2a39d234df52969ca6e35c6fda7837779581df1663e959835a038ae9fe2d5f93,삼각형의 내각의 이등분선과 삼각형의 넓이,204/5cm²,area,M2_SIMPY_PT057,,M2_SIMPY_C019,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,advanced,57,high_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT057,variant,parallel_line_ratio_diagram,5,평행 표시에서 같은 각을 찾아 닮은 삼각형을 확정한 뒤 대응변의 비례식을 쓴다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,parallel_lines|segment_ratio|proportion|triangle_similarity|angle_bisector,M2_SIMPY_PT057__M2SIMPY150S04_Q038,M2_SIMPY_PT057::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q039,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,039,10,47,2a1fe69d35a52c500185b46082d1a50d7729e3c550fe67616fdabdcd4adfd8e2,70226a736abe3dca7ce483c14eca755dbb69dc51729fb59ebd1816e460df7c26,삼각형의 외각의 이등분선과 변의 길이,10,integer,M2_SIMPY_PT059,,M2_SIMPY_C020,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,core,67,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT059,variant,parallel_line_ratio_diagram,6,평행 표시에서 같은 각을 찾아 닮은 삼각형을 확정한 뒤 대응변의 비례식을 쓴다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,parallel_lines|segment_ratio|proportion|triangle_similarity|angle_bisector,M2_SIMPY_PT059__M2SIMPY150S04_Q039,M2_SIMPY_PT059::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q040,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,040,10,47,11335c95307de37ff2cd2b0ef309d83bc79035c878f1727ba04629b1a7e3ffc3,278d1731993c2757d0a616675f029cc04e7a81b21b689f2879ed3041521f761d,삼각형의 외각의 이등분선과 변의 길이,choice:3,single_choice,M2_SIMPY_PT058,,M2_SIMPY_C020,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,basic,69,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT058,variant,parallel_line_ratio_diagram,3,평행 표시에서 같은 각을 찾아 닮은 삼각형을 확정한 뒤 대응변의 비례식을 쓴다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,parallel_lines|segment_ratio|proportion|triangle_similarity|angle_bisector,M2_SIMPY_PT058__M2SIMPY150S04_Q040,M2_SIMPY_PT058::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q041,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,041,11,47,947968fe108fb10b556ba95fff2c7a38b62f06e32f1cbf013df5d91fa5dd3387,9b0b79d62f945f500d69861cd8da3547ce80956f3c5b3c896542e42b2c05ff70,삼각형의 외각의 이등분선과 삼각형의 넓이,choice:1,single_choice,M2_SIMPY_PT061,,M2_SIMPY_C021,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,basic,70,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT061,variant,parallel_line_ratio_diagram,4,평행 표시에서 같은 각을 찾아 닮은 삼각형을 확정한 뒤 대응변의 비례식을 쓴다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,parallel_lines|segment_ratio|proportion|triangle_similarity|angle_bisector,M2_SIMPY_PT061__M2SIMPY150S04_Q041,M2_SIMPY_PT061::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q042,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,042,11,48,f869825d7e7d2cd95fb07f16f0907f21d323f6d1f776d4b32c24fa9b5ed8ab03,2b67cf020be01c79bd732aa3c0be264f3a847b3b8ed4341cffe3bbe92c93c7c1,삼각형의 외각의 이등분선과 삼각형의 넓이,choice:2,single_choice,M2_SIMPY_PT061,,M2_SIMPY_C021,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,basic,67,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT061,variant,parallel_line_ratio_diagram,5,평행 표시에서 같은 각을 찾아 닮은 삼각형을 확정한 뒤 대응변의 비례식을 쓴다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,parallel_lines|segment_ratio|proportion|triangle_similarity|angle_bisector,M2_SIMPY_PT061__M2SIMPY150S04_Q042,M2_SIMPY_PT061::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q043,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,043,11,48,f01d0d54bf9375060033d0c68a674032eab243cf8daeb3108d88846b050d7a71,a84687f1f066e41bf04d6781fbf136a5a4184d2363a8a8f4da7e1e2506eb23b7,평행선 사이의 길이의 비,15,integer,M2_SIMPY_PT065,,M2_SIMPY_C022,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,core,62,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT065,variant,parallel_line_ratio_diagram,6,평행 표시에서 같은 각을 찾아 닮은 삼각형을 확정한 뒤 대응변의 비례식을 쓴다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,parallel_lines|segment_ratio|proportion|triangle_similarity|angle_bisector,M2_SIMPY_PT065__M2SIMPY150S04_Q043,M2_SIMPY_PT065::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q044,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,044,11,48,1c6eb8ce3bb1941b48d7320acc94ffa653fed0447e3c730815ef03fd244d0c46,48634cd0a3c3d40312dd6499a2b341daf79829e3a83ab56cca2185cd917532bb,사다리꼴에서 평행선 사이의 선분의 길이의 비,choice:4,single_choice,M2_SIMPY_PT067,,M2_SIMPY_C023,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,basic,84,low_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT067,variant,parallel_line_ratio_diagram,3,평행 표시에서 같은 각을 찾아 닮은 삼각형을 확정한 뒤 대응변의 비례식을 쓴다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,parallel_lines|segment_ratio|proportion|triangle_similarity|angle_bisector,M2_SIMPY_PT067__M2SIMPY150S04_Q044,M2_SIMPY_PT067::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q045,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,045,12,48,b3135b0c0167c97470974c71fc75bb9c18556c23befcda5f1d21a29b7fc57166,359b9bf444f9b0c14432dc27a9dc81c9f9a5f7ccaae3e10994c0b063086f8864,사다리꼴에서 평행선 사이의 선분의 길이의 비,choice:3,single_choice,M2_SIMPY_PT067,,M2_SIMPY_C023,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,basic,86,low_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT067,variant,parallel_line_ratio_diagram,4,평행 표시에서 같은 각을 찾아 닮은 삼각형을 확정한 뒤 대응변의 비례식을 쓴다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,parallel_lines|segment_ratio|proportion|triangle_similarity|angle_bisector,M2_SIMPY_PT067__M2SIMPY150S04_Q045,M2_SIMPY_PT067::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q046,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,046,12,48,1035acecce04057c0a7963e8caf1e846b6c2609c3b15f497b9d84add7ebd9438,2c5c67c6f9a71566ffbbfc17166db4540e4f1f8423208dc3862d0bb1115f1489,사다리꼴에서 평행선과 한 대각선의 길이,choice:3,single_choice,M2_SIMPY_PT070,,M2_SIMPY_C024,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,basic,78,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT070,variant,parallel_line_ratio_diagram,5,평행 표시에서 같은 각을 찾아 닮은 삼각형을 확정한 뒤 대응변의 비례식을 쓴다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,parallel_lines|segment_ratio|proportion|triangle_similarity|angle_bisector,M2_SIMPY_PT070__M2SIMPY150S04_Q046,M2_SIMPY_PT070::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q047,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,047,12,49,05805c5f77773cfce219a526253a10944bb5dcfbed50c3e7cdcb3983cc8749c2,dbc0da765909eeb6d105655961d7405df08eef2926aa5d6fd26dd333bac79e00,사다리꼴에서 평행선과 한 대각선의 길이,choice:3,single_choice,M2_SIMPY_PT070,,M2_SIMPY_C024,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,basic,83,low_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT070,variant,parallel_line_ratio_diagram,6,평행 표시에서 같은 각을 찾아 닮은 삼각형을 확정한 뒤 대응변의 비례식을 쓴다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,parallel_lines|segment_ratio|proportion|triangle_similarity|angle_bisector,M2_SIMPY_PT070__M2SIMPY150S04_Q047,M2_SIMPY_PT070::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q048,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,048,12,49,caa83fc2777acf72b501cab8533dff02361fbf77b31f0f3e661f41ffc24e4c4c,bfe82358bc11124bdb20c138c740924640d02e1c9e513ba5ca3f5625c2096f11,사다리꼴에서 평행선과 두 대각선의 길이(1) 평행선이 대각선의 교점을 지나지 않을 때,12cm,length,M2_SIMPY_PT074,,M2_SIMPY_C025,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,core,79,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT074,variant,parallel_line_ratio_diagram,3,평행 표시에서 같은 각을 찾아 닮은 삼각형을 확정한 뒤 대응변의 비례식을 쓴다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,parallel_lines|segment_ratio|proportion|triangle_similarity|angle_bisector,M2_SIMPY_PT074__M2SIMPY150S04_Q048,M2_SIMPY_PT074::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q049,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,049,13,49,2bcac9c1dea3a79eef7b59a6507eb4995e71862190bea272e205163f2bf37575,c53f7fb07209c980fa4e4342b753da42443da8c03b0707d430bc1f453b2294c2,사다리꼴에서 평행선과 두 대각선의 길이(1) 평행선이 대각선의 교점을 지나지 않을 때,18cm,length,M2_SIMPY_PT074,,M2_SIMPY_C025,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,core,70,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT074,variant,parallel_line_ratio_diagram,4,평행 표시에서 같은 각을 찾아 닮은 삼각형을 확정한 뒤 대응변의 비례식을 쓴다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,parallel_lines|segment_ratio|proportion|triangle_similarity|angle_bisector,M2_SIMPY_PT074__M2SIMPY150S04_Q049,M2_SIMPY_PT074::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q050,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,050,13,49,f0384e5b3904b867121f16b3fbdd3907d58fd21b81d254863847633b3cde22da,2c542790a4f2c014e403838c2b48d14186e8fc4ab4cbe0a2b50437425000efb5,사다리꼴에서 평행선과 두 대각선의 길이(1) 평행선이 대각선의 교점을 지나지 않을 때,9/2cm,length,M2_SIMPY_PT074,,M2_SIMPY_C025,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,core,72,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT074,variant,parallel_line_ratio_diagram,5,평행 표시에서 같은 각을 찾아 닮은 삼각형을 확정한 뒤 대응변의 비례식을 쓴다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,parallel_lines|segment_ratio|proportion|triangle_similarity|angle_bisector,M2_SIMPY_PT074__M2SIMPY150S04_Q050,M2_SIMPY_PT074::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q051,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,051,13,49,78d635f0ab9b6eff16c0887178ad43165208939acabc6d39ce3290a8cd1cb9e0,9d0d1c12eb954c017dd7c9f8567a6a45a2ddc8c5fc42c6edfc75abe34a96bbb3,사다리꼴에서 평행선과 두 대각선의 길이(2) 평행선이 대각선의 교점을 지날 때,21cm,length,M2_SIMPY_PT077,,M2_SIMPY_C026,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,core,72,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT077,variant,parallel_line_ratio_diagram,6,평행 표시에서 같은 각을 찾아 닮은 삼각형을 확정한 뒤 대응변의 비례식을 쓴다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,parallel_lines|segment_ratio|proportion|triangle_similarity|angle_bisector,M2_SIMPY_PT077__M2SIMPY150S04_Q051,M2_SIMPY_PT077::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q052,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,052,13,49,4beb1cb4291aaa68565c6ab4506db71049ef49898cb0c664bbb131662f4c22ed,afe087bd5c18639a6ad66a47c0deee25ef07575fb6bc9624ca7af578da608df0,사다리꼴에서 평행선과 두 대각선의 길이(2) 평행선이 대각선의 교점을 지날 때,14cm,length,M2_SIMPY_PT077,,M2_SIMPY_C026,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,core,65,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT077,variant,parallel_line_ratio_diagram,3,평행 표시에서 같은 각을 찾아 닮은 삼각형을 확정한 뒤 대응변의 비례식을 쓴다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,parallel_lines|segment_ratio|proportion|triangle_similarity|angle_bisector,M2_SIMPY_PT077__M2SIMPY150S04_Q052,M2_SIMPY_PT077::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q053,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,053,14,49,8199133376ad10916135443be4d831a96c483c8b4dc1aedce3568d8fc6139d12,16be8026511c3bde4f3f4fa80eedd2842c72b69722aac9b31d7a3338009e6821,평행선 사이의 길이의 비의 응용,30cm²,area,M2_SIMPY_PT080,,M2_SIMPY_C027,M2_GEOM_C001|M2_GEOM_C004,M3_TRIG_C001,core,83,low_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT080,variant,parallel_line_ratio_diagram,4,평행 표시에서 같은 각을 찾아 닮은 삼각형을 확정한 뒤 대응변의 비례식을 쓴다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,parallel_lines|segment_ratio|proportion|triangle_similarity|angle_bisector,M2_SIMPY_PT080__M2SIMPY150S04_Q053,M2_SIMPY_PT080::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
