item_id,source_question_no,source_page,solution_page,source_type_label,primary_problem_type_id,canonical_type_name,answer_key,accuracy,difficulty,representation_type,requires_visual_reading,mapping_confidence,cross_set_group
M3_QUAD_150_S12_Q111,111,29,57,이차방정식의 활용(3) 연속하는 수,M3_QUAD_PT111,연속하는 세 짝(홀)수의 관계가 주어진 경우,33,80,standard,verbal_model,False,0.84,M3_QUAD_PT111::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q112,112,29,57,이차방정식의 활용(3) 연속하는 수,M3_QUAD_PT111,연속하는 세 짝(홀)수의 관계가 주어진 경우,choice:2,82,standard,verbal_model,False,0.84,M3_QUAD_PT111::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q113,113,29,58,이차방정식의 활용(3) 연속하는 수,M3_QUAD_PT111,연속하는 세 짝(홀)수의 관계가 주어진 경우,21,85,standard,verbal_model,False,0.84,M3_QUAD_PT111::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q114,114,29,58,이차방정식의 활용(3) 연속하는 수,M3_QUAD_PT114,연속하는 수의 활용,12일,84,standard,verbal_model,False,0.82,M3_QUAD_PT114::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q115,115,30,58,이차방정식의 활용(3) 연속하는 수,M3_QUAD_PT110,연속하는 세 자연수의 관계가 주어진 경우,choice:4,84,standard,verbal_model,False,0.84,M3_QUAD_PT110::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q116,116,30,58,"이차방정식의 활용(5) 개수, 나이",M3_QUAD_PT120,나이 및 개수,팔각형,80,standard,verbal_model,False,0.84,M3_QUAD_PT120::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q117,117,30,58,"이차방정식의 활용(5) 개수, 나이",M3_QUAD_PT121,사각형으로 줄 세우기,9,70,advanced,structured_table_or_box,True,0.86,M3_QUAD_PT121::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q118,118,31,59,"이차방정식의 활용(5) 개수, 나이",M3_QUAD_PT121,사각형으로 줄 세우기,choice:5,41,advanced,geometry_diagram,True,0.86,M3_QUAD_PT121::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q119,119,31,59,"이차방정식의 활용(5) 개수, 나이",M3_QUAD_PT121,사각형으로 줄 세우기,choice:4,49,advanced,geometry_diagram,True,0.86,M3_QUAD_PT121::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q120,120,31,60,"이차방정식의 활용(5) 개수, 나이",M3_QUAD_PT120,나이 및 개수,choice:5,78,standard,structured_table_or_box,True,0.82,M3_QUAD_PT120::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q121,121,32,60,"이차방정식의 활용(5) 개수, 나이",M3_QUAD_PT120,나이 및 개수,choice:3,84,standard,verbal_model,False,0.82,M3_QUAD_PT120::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q122,122,32,60,"이차방정식의 활용(5) 개수, 나이",M3_QUAD_PT119,달력 및 날짜,choice:4,80,advanced,verbal_model,False,0.84,M3_QUAD_PT119::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q123,123,32,60,"이차방정식의 활용(5) 개수, 나이",M3_QUAD_PT118,물건을 나누어주는 경우,choice:1,78,standard,verbal_model,False,0.84,M3_QUAD_PT118::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q124,124,32,60,"이차방정식의 활용(6) 쏘아 올린 물체/거리, 시간",M3_QUAD_PT123,건물 위에서 던진 경우,choice:1,65,advanced,verbal_model,False,0.84,M3_QUAD_PT123::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q125,125,33,60,"이차방정식의 활용(6) 쏘아 올린 물체/거리, 시간",M3_QUAD_PT123,건물 위에서 던진 경우,choice:3,80,advanced,verbal_model,False,0.84,M3_QUAD_PT123::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q126,126,33,60,"이차방정식의 활용(6) 쏘아 올린 물체/거리, 시간",M3_QUAD_PT122,지면에서 던진 경우,choice:2,72,standard,verbal_model,False,0.91,M3_QUAD_PT122::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q127,127,33,60,"이차방정식의 활용(6) 쏘아 올린 물체/거리, 시간",M3_QUAD_PT123,건물 위에서 던진 경우,9초 후,83,advanced,verbal_model,False,0.84,M3_QUAD_PT123::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q128,128,33,60,"이차방정식의 활용(6) 쏘아 올린 물체/거리, 시간",M3_QUAD_PT122,지면에서 던진 경우,choice:5,88,standard,verbal_model,False,0.91,M3_QUAD_PT122::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q129,129,34,60,"이차방정식의 활용(6) 쏘아 올린 물체/거리, 시간",M3_QUAD_PT123,건물 위에서 던진 경우,4초 후,75,advanced,verbal_model,False,0.84,M3_QUAD_PT123::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q130,130,34,61,이차방정식의 활용(7) 삼각형과 사각형,M3_QUAD_PT127,사각형,6 cm,76,advanced,verbal_model,False,0.84,M3_QUAD_PT127::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q131,131,34,61,이차방정식의 활용(7) 삼각형과 사각형,M3_QUAD_PT127,사각형,12,82,advanced,structured_table_or_box,True,0.84,M3_QUAD_PT127::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q132,132,34,61,이차방정식의 활용(7) 삼각형과 사각형,M3_QUAD_PT127,사각형,choice:1,73,advanced,geometry_diagram,True,0.84,M3_QUAD_PT127::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q133,133,35,61,이차방정식의 활용(7) 삼각형과 사각형,M3_QUAD_PT128,삼각형과 사각형,256,64,advanced,geometry_diagram,True,0.82,M3_QUAD_PT128::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q134,134,35,61,이차방정식의 활용(7) 삼각형과 사각형,M3_QUAD_PT127,사각형,6,60,advanced,geometry_diagram,True,0.84,M3_QUAD_PT127::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q135,135,35,62,이차방정식의 활용(7) 삼각형과 사각형,M3_QUAD_PT128,삼각형과 사각형,choice:2,52,advanced,structured_table_or_box,True,0.84,M3_QUAD_PT128::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q136,136,36,62,이차방정식의 활용(7) 삼각형과 사각형,M3_QUAD_PT126,삼각형,choice:2,88,standard,geometry_diagram,True,0.91,M3_QUAD_PT126::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q137,137,36,62,이차방정식의 활용(7) 삼각형과 사각형,M3_QUAD_PT127,사각형,12 cm,79,advanced,geometry_diagram,True,0.84,M3_QUAD_PT127::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q138,138,36,62,이차방정식의 활용(8) 붙어 있는 도형,M3_QUAD_PT131,두 사각형,choice:3,73,advanced,geometry_diagram,True,0.84,M3_QUAD_PT131::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q139,139,36,63,이차방정식의 활용(10) 변의 길이를 줄이거나 늘인 도형,M3_QUAD_PT139,한 변은 늘이고 다른 한 변은 줄인 경우,81 cm^2,81,advanced,verbal_model,False,0.86,M3_QUAD_PT139::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q140,140,37,63,이차방정식의 활용(10) 변의 길이를 줄이거나 늘인 도형,M3_QUAD_PT138,길이를 줄인 경우,3 m,85,advanced,geometry_diagram,True,0.84,M3_QUAD_PT138::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q141,141,37,63,이차방정식의 활용(10) 변의 길이를 줄이거나 늘인 도형,M3_QUAD_PT137,길이를 늘인 경우,4,89,standard,geometry_diagram,True,0.84,M3_QUAD_PT137::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q142,142,37,63,이차방정식의 활용(10) 변의 길이를 줄이거나 늘인 도형,M3_QUAD_PT139,한 변은 늘이고 다른 한 변은 줄인 경우,choice:4,90,advanced,geometry_diagram,True,0.86,M3_QUAD_PT139::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q143,143,37,63,이차방정식의 활용(10) 변의 길이를 줄이거나 늘인 도형,M3_QUAD_PT138,길이를 줄인 경우,2초 후,77,advanced,geometry_diagram,True,0.84,M3_QUAD_PT138::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q144,144,38,63,이차방정식의 활용(10) 변의 길이를 줄이거나 늘인 도형,M3_QUAD_PT137,길이를 늘인 경우,6초 후,81,standard,geometry_diagram,True,0.84,M3_QUAD_PT137::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q145,145,38,63,이차방정식의 활용(10) 변의 길이를 줄이거나 늘인 도형,M3_QUAD_PT139,한 변은 늘이고 다른 한 변은 줄인 경우,4 m,85,advanced,geometry_diagram,True,0.86,M3_QUAD_PT139::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q146,146,38,63,이차방정식의 활용(10) 변의 길이를 줄이거나 늘인 도형,M3_QUAD_PT137,길이를 늘인 경우,choice:2,82,core,verbal_model,False,0.84,M3_QUAD_PT137::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q147,147,38,64,이차방정식의 활용(12) 도로를 만드는 경우,M3_QUAD_PT143,두 개의 길을 만드는 경우,choice:3,87,core,geometry_diagram,True,0.84,M3_QUAD_PT143::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q148,148,39,64,이차방정식의 활용(12) 도로를 만드는 경우,M3_QUAD_PT143,두 개의 길을 만드는 경우,3 m,83,core,geometry_diagram,True,0.84,M3_QUAD_PT143::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q149,149,39,64,이차방정식의 활용(12) 도로를 만드는 경우,M3_QUAD_PT143,두 개의 길을 만드는 경우,choice:5,87,core,geometry_diagram,True,0.84,M3_QUAD_PT143::M3_QUAD_CROSS_SET
M3_QUAD_150_S12_Q150,150,39,64,이차방정식의 활용(12) 도로를 만드는 경우,M3_QUAD_PT143,두 개의 길을 만드는 경우,5 m,81,core,geometry_diagram,True,0.84,M3_QUAD_PT143::M3_QUAD_CROSS_SET
