item_id,source_question_no,source_page,solution_page,source_type_label,primary_problem_type_id,canonical_type_name,answer_key,accuracy,difficulty,representation_type,requires_visual_reading,mapping_confidence,cross_set_group
M3_QUAD_150_S06_Q112,112,29,55,이차방정식의 활용(3) 연속하는 수,M3_QUAD_PT112,연속하는 네 개 이상의 자연수의 관계가 주어진 경우,55,77,standard,verbal_model,False,0.84,M3_QUAD_PT112::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q113,113,29,56,"이차방정식의 활용(4) 비율, 농도",M3_QUAD_PT117,소금물의 농도,20,48,advanced,verbal_model,False,0.91,M3_QUAD_PT117::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q114,114,29,56,"이차방정식의 활용(4) 비율, 농도",M3_QUAD_PT117,소금물의 농도,40,46,advanced,verbal_model,False,0.91,M3_QUAD_PT117::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q115,115,29,57,"이차방정식의 활용(4) 비율, 농도",M3_QUAD_PT117,소금물의 농도,42,45,advanced,verbal_model,False,0.91,M3_QUAD_PT117::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q116,116,30,57,"이차방정식의 활용(4) 비율, 농도",M3_QUAD_PT117,소금물의 농도,50g,46,advanced,verbal_model,False,0.84,M3_QUAD_PT117::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q117,117,30,57,"이차방정식의 활용(4) 비율, 농도",M3_QUAD_PT116,가격 변동 후 매출이 동일한 경우,choice:3,62,advanced,verbal_model,False,0.84,M3_QUAD_PT116::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q118,118,30,58,"이차방정식의 활용(5) 개수, 나이",M3_QUAD_PT120,나이 및 개수,11일,74,standard,verbal_model,False,0.84,M3_QUAD_PT120::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q119,119,30,58,"이차방정식의 활용(5) 개수, 나이",M3_QUAD_PT120,나이 및 개수,260원,49,advanced,verbal_model,False,0.84,M3_QUAD_PT120::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q120,120,31,58,"이차방정식의 활용(5) 개수, 나이",M3_QUAD_PT118,물건을 나누어주는 경우,choice:2,84,standard,verbal_model,False,0.84,M3_QUAD_PT118::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q121,121,31,58,"이차방정식의 활용(6) 쏘아 올린 물체/거리, 시간",M3_QUAD_PT122,지면에서 던진 경우,1초 후,75,standard,verbal_model,False,0.91,M3_QUAD_PT122::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q122,122,31,58,"이차방정식의 활용(6) 쏘아 올린 물체/거리, 시간",M3_QUAD_PT122,지면에서 던진 경우,9초 후,69,advanced,verbal_model,False,0.91,M3_QUAD_PT122::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q123,123,31,58,"이차방정식의 활용(6) 쏘아 올린 물체/거리, 시간",M3_QUAD_PT123,건물 위에서 던진 경우,4초,58,advanced,verbal_model,False,0.84,M3_QUAD_PT123::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q124,124,32,58,"이차방정식의 활용(6) 쏘아 올린 물체/거리, 시간",M3_QUAD_PT125,움직인 거리에 대한 식,25분,44,advanced,geometry_diagram,True,0.84,M3_QUAD_PT125::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q125,125,32,59,이차방정식의 활용(7) 삼각형과 사각형,M3_QUAD_PT126,삼각형,49/2 cm²,79,standard,geometry_diagram,True,0.91,M3_QUAD_PT126::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q126,126,32,59,이차방정식의 활용(7) 삼각형과 사각형,M3_QUAD_PT126,삼각형,choice:2,82,standard,geometry_diagram,True,0.91,M3_QUAD_PT126::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q127,127,32,59,이차방정식의 활용(7) 삼각형과 사각형,M3_QUAD_PT129,일차함수 활용,100보,55,advanced,geometry_diagram,True,0.84,M3_QUAD_PT129::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q128,128,33,59,이차방정식의 활용(7) 삼각형과 사각형,M3_QUAD_PT128,삼각형과 사각형,choice:5,59,advanced,geometry_diagram,True,0.84,M3_QUAD_PT128::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q129,129,33,60,이차방정식의 활용(8) 붙어 있는 도형,M3_QUAD_PT131,두 사각형,25cm²,87,core,geometry_diagram,True,0.84,M3_QUAD_PT131::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q130,130,33,60,이차방정식의 활용(8) 붙어 있는 도형,M3_QUAD_PT133,사각형 나누기,21cm,59,advanced,geometry_diagram,True,0.84,M3_QUAD_PT133::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q131,131,33,60,이차방정식의 활용(8) 붙어 있는 도형,M3_QUAD_PT131,두 사각형,choice:5,67,advanced,geometry_diagram,True,0.84,M3_QUAD_PT131::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q132,132,34,60,이차방정식의 활용(8) 붙어 있는 도형,M3_QUAD_PT133,사각형 나누기,12cm²,66,advanced,geometry_diagram,True,0.84,M3_QUAD_PT133::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q133,133,34,60,이차방정식의 활용(8) 붙어 있는 도형,M3_QUAD_PT132,사각형과 삼각형,196cm²,74,standard,geometry_diagram,True,0.84,M3_QUAD_PT132::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q134,134,34,60,이차방정식의 활용(9) 원과 원기둥,M3_QUAD_PT134,원,choice:3,79,standard,geometry_diagram,True,0.84,M3_QUAD_PT134::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q135,135,34,60,이차방정식의 활용(9) 원과 원기둥,M3_QUAD_PT134,원,2,83,standard,geometry_diagram,True,0.84,M3_QUAD_PT134::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q136,136,35,61,이차방정식의 활용(9) 원과 원기둥,M3_QUAD_PT134,원,3,83,standard,geometry_diagram,True,0.91,M3_QUAD_PT134::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q137,137,35,61,이차방정식의 활용(9) 원과 원기둥,M3_QUAD_PT134,원,1,86,core,geometry_diagram,True,0.91,M3_QUAD_PT134::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q138,138,35,61,이차방정식의 활용(10) 변의 길이를 줄이거나 늘인 도형,M3_QUAD_PT137,길이를 늘인 경우,choice:1,87,core,geometry_diagram,True,0.84,M3_QUAD_PT137::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q139,139,35,61,이차방정식의 활용(10) 변의 길이를 줄이거나 늘인 도형,M3_QUAD_PT137,길이를 늘인 경우,choice:3,73,standard,geometry_diagram,True,0.84,M3_QUAD_PT137::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q140,140,36,61,이차방정식의 활용(10) 변의 길이를 줄이거나 늘인 도형,M3_QUAD_PT137,길이를 늘인 경우,choice:3,81,standard,geometry_diagram,True,0.84,M3_QUAD_PT137::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q141,141,36,61,이차방정식의 활용(10) 변의 길이를 줄이거나 늘인 도형,M3_QUAD_PT137,길이를 늘인 경우,14초,75,standard,geometry_diagram,True,0.84,M3_QUAD_PT137::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q142,142,36,61,이차방정식의 활용(11) 상자를 만드는 경우,M3_QUAD_PT141,네 귀퉁이를 잘라내는 경우,choice:2,80,standard,geometry_diagram,True,0.84,M3_QUAD_PT141::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q143,143,36,61,이차방정식의 활용(11) 상자를 만드는 경우,M3_QUAD_PT140,같은 너비로 접는 경우,choice:4,84,standard,geometry_diagram,True,0.84,M3_QUAD_PT140::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q144,144,37,62,이차방정식의 활용(11) 상자를 만드는 경우,M3_QUAD_PT141,네 귀퉁이를 잘라내는 경우,2cm,76,standard,geometry_diagram,True,0.84,M3_QUAD_PT141::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q145,145,37,62,이차방정식의 활용(11) 상자를 만드는 경우,M3_QUAD_PT141,네 귀퉁이를 잘라내는 경우,13cm,74,standard,geometry_diagram,True,0.84,M3_QUAD_PT141::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q146,146,37,62,이차방정식의 활용(12) 도로를 만드는 경우,M3_QUAD_PT143,두 개의 길을 만드는 경우,choice:4,85,core,geometry_diagram,True,0.84,M3_QUAD_PT143::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q147,147,37,62,이차방정식의 활용(12) 도로를 만드는 경우,M3_QUAD_PT143,두 개의 길을 만드는 경우,choice:2,89,core,geometry_diagram,True,0.84,M3_QUAD_PT143::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q148,148,38,62,이차방정식의 활용(12) 도로를 만드는 경우,M3_QUAD_PT143,두 개의 길을 만드는 경우,choice:2,89,core,geometry_diagram,True,0.84,M3_QUAD_PT143::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q149,149,38,62,이차방정식의 활용(12) 도로를 만드는 경우,M3_QUAD_PT144,세 개 이상의 길을 만드는 경우,5m,81,standard,geometry_diagram,True,0.84,M3_QUAD_PT144::M3_QUAD_CROSS_SET
M3_QUAD_150_S06_Q150,150,38,62,이차방정식의 활용(12) 도로를 만드는 경우,M3_QUAD_PT144,세 개 이상의 길을 만드는 경우,4,71,standard,geometry_diagram,True,0.84,M3_QUAD_PT144::M3_QUAD_CROSS_SET
