item_id,source_question_no,source_page,solution_page,source_type_label,primary_problem_type_id,canonical_type_name,answer_key,accuracy,difficulty,representation_type,requires_visual_reading,new_trend,mapping_confidence,cross_set_group
M3_TRIG_150_S01_Q097,097,25,57,직각삼각형의 변의 길이,M3_TRIG_PT068,직각삼각형의 변의 길이 - 계산·해석,value:5.733,63,concept,diagram_table_or_context,True,False,0.94,M3_TRIG_PT068::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q098,098,25,57,직각삼각형의 변의 길이,M3_TRIG_PT069,직각삼각형의 변의 길이 - 복합 적용,value:1cm,50,advanced,diagram_table_or_context,True,True,0.9,M3_TRIG_PT069::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q099,099,25,57,입체도형에서 직각삼각형의 변의 길이의 활용,M3_TRIG_PT070,입체도형에서 직각삼각형의 변의 길이의 활용 - 기본 판별,value:300cm3,87,basic,diagram_table_or_context,True,False,0.94,M3_TRIG_PT070::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q100,100,25,58,입체도형에서 직각삼각형의 변의 길이의 활용,M3_TRIG_PT072,입체도형에서 직각삼각형의 변의 길이의 활용 - 복합 적용,value:46,40,advanced,diagram_table_or_context,True,True,0.9,M3_TRIG_PT072::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q101,101,26,58,입체도형에서 직각삼각형의 변의 길이의 활용,M3_TRIG_PT071,입체도형에서 직각삼각형의 변의 길이의 활용 - 계산·해석,choice:2,78,concept,diagram_table_or_context,True,False,0.94,M3_TRIG_PT071::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q102,102,26,58,입체도형에서 직각삼각형의 변의 길이의 활용,M3_TRIG_PT071,입체도형에서 직각삼각형의 변의 길이의 활용 - 계산·해석,choice:1,82,concept,diagram_table_or_context,True,False,0.94,M3_TRIG_PT071::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q103,103,26,58,실생활에서 직각삼각형의 변의 길이,M3_TRIG_PT073,실생활에서 직각삼각형의 변의 길이 - 기본 판별,choice:1,89,basic,diagram_table_or_context,True,False,0.94,M3_TRIG_PT073::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q104,104,26,58,실생활에서 직각삼각형의 변의 길이,M3_TRIG_PT074,실생활에서 직각삼각형의 변의 길이 - 계산·해석,value:24m,83,concept,diagram_table_or_context,True,False,0.94,M3_TRIG_PT074::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q105,105,27,59,실생활에서 직각삼각형의 변의 길이,M3_TRIG_PT074,실생활에서 직각삼각형의 변의 길이 - 계산·해석,value:34s,69,concept,diagram_table_or_context,True,False,0.94,M3_TRIG_PT074::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q106,106,27,59,실생활에서 직각삼각형의 변의 길이,M3_TRIG_PT075,실생활에서 직각삼각형의 변의 길이 - 복합 적용,choice:1,69,advanced,diagram_table_or_context,True,True,0.9,M3_TRIG_PT075::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q107,107,27,59,실생활에서 직각삼각형의 변의 길이의 활용,M3_TRIG_PT076,실생활에서 직각삼각형의 변의 길이의 활용 - 기본 판별,choice:5,85,basic,diagram_table_or_context,True,False,0.94,M3_TRIG_PT076::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q108,108,27,59,실생활에서 직각삼각형의 변의 길이의 활용,M3_TRIG_PT077,실생활에서 직각삼각형의 변의 길이의 활용 - 계산·해석,value:1.4m,79,concept,diagram_table_or_context,True,False,0.94,M3_TRIG_PT077::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q109,109,28,59,실생활에서 직각삼각형의 변의 길이의 활용,M3_TRIG_PT077,실생활에서 직각삼각형의 변의 길이의 활용 - 계산·해석,value:15cm,69,concept,diagram_table_or_context,True,False,0.94,M3_TRIG_PT077::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q110,110,28,59,실생활에서 직각삼각형의 변의 길이의 활용,M3_TRIG_PT077,실생활에서 직각삼각형의 변의 길이의 활용 - 계산·해석,value:25cm,69,concept,diagram_table_or_context,True,False,0.94,M3_TRIG_PT077::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q111,111,28,60,실생활에서 직각삼각형의 변의 길이의 활용,M3_TRIG_PT077,실생활에서 직각삼각형의 변의 길이의 활용 - 계산·해석,choice:2,75,concept,diagram_table_or_context,True,False,0.94,M3_TRIG_PT077::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q112,112,28,60,일반 삼각형의 변의 길이(1); 두 변의 길이와 그 끼인각의 크기를 알 때,M3_TRIG_PT080,일반 삼각형의 변의 길이(1); 두 변의 길이와 그 끼인각의 크기를 알 때 - 계산·해석,choice:3,73,concept,diagram_table_or_context,True,False,0.94,M3_TRIG_PT080::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q113,113,29,60,일반 삼각형의 변의 길이(1); 두 변의 길이와 그 끼인각의 크기를 알 때,M3_TRIG_PT080,일반 삼각형의 변의 길이(1); 두 변의 길이와 그 끼인각의 크기를 알 때 - 계산·해석,value:14cm,62,concept,diagram_table_or_context,True,False,0.94,M3_TRIG_PT080::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q114,114,29,60,일반 삼각형의 변의 길이(1); 두 변의 길이와 그 끼인각의 크기를 알 때,M3_TRIG_PT079,일반 삼각형의 변의 길이(1); 두 변의 길이와 그 끼인각의 크기를 알 때 - 기본 판별,choice:3,88,basic,diagram_table_or_context,True,False,0.94,M3_TRIG_PT079::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q115,115,29,60,일반 삼각형의 변의 길이(1); 두 변의 길이와 그 끼인각의 크기를 알 때,M3_TRIG_PT080,일반 삼각형의 변의 길이(1); 두 변의 길이와 그 끼인각의 크기를 알 때 - 계산·해석,choice:4,70,concept,diagram_table_or_context,True,False,0.94,M3_TRIG_PT080::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q116,116,29,61,일반 삼각형의 변의 길이(2); 한 변의 길이와 그 양 끝 각의 크기를 알 때,M3_TRIG_PT082,일반 삼각형의 변의 길이(2); 한 변의 길이와 그 양 끝 각의 크기를 알 때 - 기본 판별,choice:2,86,basic,diagram_table_or_context,True,False,0.94,M3_TRIG_PT082::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q117,117,30,61,일반 삼각형의 변의 길이(2); 한 변의 길이와 그 양 끝 각의 크기를 알 때,M3_TRIG_PT084,일반 삼각형의 변의 길이(2); 한 변의 길이와 그 양 끝 각의 크기를 알 때 - 복합 적용,value:4,54,advanced,diagram_table_or_context,True,True,0.9,M3_TRIG_PT084::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q118,118,30,62,일반 삼각형의 변의 길이(2); 한 변의 길이와 그 양 끝 각의 크기를 알 때,M3_TRIG_PT084,일반 삼각형의 변의 길이(2); 한 변의 길이와 그 양 끝 각의 크기를 알 때 - 복합 적용,value:3,73,advanced,diagram_table_or_context,True,True,0.9,M3_TRIG_PT084::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q119,119,30,62,일반 삼각형의 변의 길이(2); 한 변의 길이와 그 양 끝 각의 크기를 알 때,M3_TRIG_PT084,일반 삼각형의 변의 길이(2); 한 변의 길이와 그 양 끝 각의 크기를 알 때 - 복합 적용,choice:5,64,advanced,diagram_table_or_context,True,True,0.9,M3_TRIG_PT084::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q120,120,30,62,예각삼각형의 높이,M3_TRIG_PT086,예각삼각형의 높이 - 계산·해석,choice:2,71,concept,diagram_table_or_context,True,False,0.94,M3_TRIG_PT086::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q121,121,31,63,예각삼각형의 높이,M3_TRIG_PT086,예각삼각형의 높이 - 계산·해석,choice:5,78,concept,diagram_table_or_context,True,False,0.94,M3_TRIG_PT086::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q122,122,31,63,예각삼각형의 높이,M3_TRIG_PT085,예각삼각형의 높이 - 기본 판별,choice:3,88,basic,diagram_table_or_context,True,False,0.94,M3_TRIG_PT085::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q123,123,31,63,예각삼각형의 높이,M3_TRIG_PT087,예각삼각형의 높이 - 복합 적용,value:7.04m,56,advanced,diagram_table_or_context,True,False,0.94,M3_TRIG_PT087::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q124,124,31,63,예각삼각형의 높이,M3_TRIG_PT085,예각삼각형의 높이 - 기본 판별,choice:2,87,basic,diagram_table_or_context,True,False,0.94,M3_TRIG_PT085::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q125,125,32,64,둔각삼각형의 높이,M3_TRIG_PT089,둔각삼각형의 높이 - 계산·해석,choice:4,69,concept,diagram_table_or_context,True,False,0.94,M3_TRIG_PT089::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q126,126,32,64,둔각삼각형의 높이,M3_TRIG_PT089,둔각삼각형의 높이 - 계산·해석,value:80m,69,concept,diagram_table_or_context,True,False,0.94,M3_TRIG_PT089::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q127,127,32,64,둔각삼각형의 높이,M3_TRIG_PT089,둔각삼각형의 높이 - 계산·해석,choice:2,81,concept,diagram_table_or_context,True,False,0.94,M3_TRIG_PT089::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q128,128,32,64,둔각삼각형의 높이,M3_TRIG_PT089,둔각삼각형의 높이 - 계산·해석,choice:5,80,concept,diagram_table_or_context,True,False,0.94,M3_TRIG_PT089::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q129,129,33,64,둔각삼각형의 높이,M3_TRIG_PT089,둔각삼각형의 높이 - 계산·해석,choice:5,81,concept,diagram_table_or_context,True,False,0.94,M3_TRIG_PT089::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q130,130,33,64,예각삼각형의 넓이,M3_TRIG_PT093,예각삼각형의 넓이 - 복합 적용,value:9/34,53,advanced,diagram_table_or_context,True,False,0.94,M3_TRIG_PT093::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q131,131,33,64,예각삼각형의 넓이,M3_TRIG_PT093,예각삼각형의 넓이 - 복합 적용,value:3/4,53,advanced,diagram_table_or_context,True,False,0.94,M3_TRIG_PT093::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q132,132,33,65,예각삼각형의 넓이,M3_TRIG_PT092,예각삼각형의 넓이 - 계산·해석,choice:4,62,concept,diagram_table_or_context,True,False,0.94,M3_TRIG_PT092::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q133,133,34,65,둔각삼각형의 넓이,M3_TRIG_PT095,둔각삼각형의 넓이 - 계산·해석,value:6,75,concept,diagram_table_or_context,True,False,0.94,M3_TRIG_PT095::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q134,134,34,65,둔각삼각형의 넓이,M3_TRIG_PT095,둔각삼각형의 넓이 - 계산·해석,choice:3,68,concept,diagram_table_or_context,True,False,0.94,M3_TRIG_PT095::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q135,135,34,65,둔각삼각형의 넓이,M3_TRIG_PT095,둔각삼각형의 넓이 - 계산·해석,choice:4,81,concept,diagram_table_or_context,True,False,0.94,M3_TRIG_PT095::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q136,136,34,65,다각형의 넓이,M3_TRIG_PT098,다각형의 넓이 - 계산·해석,choice:2,74,concept,diagram_table_or_context,True,False,0.94,M3_TRIG_PT098::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q137,137,35,66,다각형의 넓이,M3_TRIG_PT099,다각형의 넓이 - 복합 적용,choice:5,57,advanced,diagram_table_or_context,True,True,0.9,M3_TRIG_PT099::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q138,138,35,66,다각형의 넓이,M3_TRIG_PT098,다각형의 넓이 - 계산·해석,choice:4,76,concept,diagram_table_or_context,True,False,0.94,M3_TRIG_PT098::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q139,139,35,66,정다각형의 넓이,M3_TRIG_PT101,정다각형의 넓이 - 계산·해석,value:108,79,concept,diagram_table_or_context,True,False,0.94,M3_TRIG_PT101::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q140,140,35,67,정다각형의 넓이,M3_TRIG_PT102,정다각형의 넓이 - 복합 적용,value:18,42,advanced,diagram_table_or_context,True,True,0.9,M3_TRIG_PT102::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q141,141,36,67,정다각형의 넓이,M3_TRIG_PT101,정다각형의 넓이 - 계산·해석,value:18,69,concept,diagram_table_or_context,True,False,0.94,M3_TRIG_PT101::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q142,142,36,67,정다각형의 넓이,M3_TRIG_PT100,정다각형의 넓이 - 기본 판별,choice:1,86,basic,diagram_table_or_context,True,False,0.94,M3_TRIG_PT100::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q143,143,36,68,평행사변형의 넓이,M3_TRIG_PT105,평행사변형의 넓이 - 복합 적용,value:36cm2,60,advanced,diagram_table_or_context,True,True,0.9,M3_TRIG_PT105::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q144,144,36,68,평행사변형의 넓이,M3_TRIG_PT104,평행사변형의 넓이 - 계산·해석,value:24,73,concept,diagram_table_or_context,True,False,0.94,M3_TRIG_PT104::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q145,145,37,68,평행사변형의 넓이,M3_TRIG_PT105,평행사변형의 넓이 - 복합 적용,value:10,53,advanced,diagram_table_or_context,True,True,0.9,M3_TRIG_PT105::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q146,146,37,68,평행사변형의 넓이,M3_TRIG_PT104,평행사변형의 넓이 - 계산·해석,choice:3,81,concept,diagram_table_or_context,True,False,0.94,M3_TRIG_PT104::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q147,147,37,68,사각형의 넓이,M3_TRIG_PT106,사각형의 넓이 - 기본 판별,choice:3,86,basic,diagram_table_or_context,True,False,0.94,M3_TRIG_PT106::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q148,148,37,69,사각형의 넓이,M3_TRIG_PT106,사각형의 넓이 - 기본 판별,choice:2,85,basic,diagram_table_or_context,True,False,0.94,M3_TRIG_PT106::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q149,149,38,69,사각형의 넓이,M3_TRIG_PT106,사각형의 넓이 - 기본 판별,choice:4,89,basic,diagram_table_or_context,True,False,0.94,M3_TRIG_PT106::M3_TRIG_CROSS_SET
M3_TRIG_150_S01_Q150,150,38,69,사각형의 넓이,M3_TRIG_PT107,사각형의 넓이 - 계산·해석,value:120deg,79,concept,diagram_table_or_context,True,False,0.94,M3_TRIG_PT107::M3_TRIG_CROSS_SET
