item_id,source_question_no,source_page,solution_page,source_type_label,primary_problem_type_id,canonical_type_name,answer_key,accuracy,difficulty,representation_type,requires_visual_reading,mapping_confidence
M3_POLY_150_S06_Q132,132,33,58,내림차순으로 정리하여 인수분해 하기(2) 공통부분이 없는 경우,M3_POLY_PT179,내림차순으로 정리하여 인수분해 - 조건 적용,choice:2,78,standard,symbolic_expression,False,0.87
M3_POLY_150_S06_Q133,133,34,58,인수분해 공식을 이용한 수의 계산,M3_POLY_PT181,인수분해 공식을 이용한 수의 계산 - 계산 수행,120,85,core,symbolic_expression,False,0.87
M3_POLY_150_S06_Q134,134,34,58,인수분해 공식을 이용한 수의 계산,M3_POLY_PT182,인수분해 공식을 이용한 수의 계산 - 조건 적용,2500,83,standard,symbolic_expression,False,0.87
M3_POLY_150_S06_Q135,135,34,58,인수분해 공식을 이용한 수의 계산,M3_POLY_PT182,인수분해 공식을 이용한 수의 계산 - 조건 적용,choice:2,72,standard,symbolic_expression,False,0.87
M3_POLY_150_S06_Q136,136,34,58,인수분해 공식을 이용한 수의 계산: 합과 차의 곱 활용,M3_POLY_PT184,합과 차의 곱을 이용한 수의 계산 - 계산 수행,choice:1,84,standard,symbolic_expression,False,0.87
M3_POLY_150_S06_Q137,137,35,58,인수분해 공식을 이용한 수의 계산: 합과 차의 곱 활용,M3_POLY_PT184,합과 차의 곱을 이용한 수의 계산 - 계산 수행,18,67,standard,symbolic_expression,False,0.87
M3_POLY_150_S06_Q138,138,35,58,인수분해 공식을 이용한 수의 계산: 합과 차의 곱 활용,M3_POLY_PT185,합과 차의 곱을 이용한 수의 계산 - 조건 적용,90000,56,standard,symbolic_expression,False,0.87
M3_POLY_150_S06_Q139,139,35,59,인수분해 공식을 이용하여 식의 값 구하기(1) 문자의 값이 주어질 때,M3_POLY_PT187,인수분해 공식을 이용한 식의 값 구하기 - 계산 수행,choice:4,69,standard,number_line_or_coordinate_diagram,False,0.87
M3_POLY_150_S06_Q140,140,35,59,인수분해 공식을 이용하여 식의 값 구하기(1) 문자의 값이 주어질 때,M3_POLY_PT188,인수분해 공식을 이용한 식의 값 구하기 - 조건 적용,520,60,standard,geometry_diagram,True,0.87
M3_POLY_150_S06_Q141,141,36,59,인수분해 공식을 이용하여 식의 값 구하기(1) 문자의 값이 주어질 때,M3_POLY_PT188,인수분해 공식을 이용한 식의 값 구하기 - 조건 적용,choice:4,75,core,symbolic_expression,False,0.87
M3_POLY_150_S06_Q142,142,36,59,인수분해 공식을 이용하여 식의 값 구하기(2) 식의 조건이 주어질 때,M3_POLY_PT188,인수분해 공식을 이용한 식의 값 구하기 - 조건 적용,choice:4,80,core,symbolic_expression,False,0.87
M3_POLY_150_S06_Q143,143,36,59,인수분해 공식을 이용하여 식의 값 구하기(2) 식의 조건이 주어질 때,M3_POLY_PT188,인수분해 공식을 이용한 식의 값 구하기 - 조건 적용,choice:3,76,standard,symbolic_expression,False,0.87
M3_POLY_150_S06_Q144,144,36,59,인수분해 공식을 이용하여 식의 값 구하기(2) 식의 조건이 주어질 때,M3_POLY_PT188,인수분해 공식을 이용한 식의 값 구하기 - 조건 적용,0,56,standard,symbolic_expression,False,0.87
M3_POLY_150_S06_Q145,145,37,60,인수분해 공식의 도형에의 활용,M3_POLY_PT190,인수분해 공식의 도형 활용 - 계산 수행,640,66,standard,geometry_diagram,True,0.87
M3_POLY_150_S06_Q146,146,37,60,인수분해 공식의 도형에의 활용,M3_POLY_PT191,인수분해 공식의 도형 활용 - 조건 적용,choice:2,77,standard,geometry_diagram,True,0.87
M3_POLY_150_S06_Q147,147,37,60,인수분해 공식의 도형에의 활용,M3_POLY_PT191,인수분해 공식의 도형 활용 - 조건 적용,choice:4,77,standard,geometry_diagram,True,0.87
M3_POLY_150_S06_Q148,148,37,60,인수분해 공식의 도형에의 활용: 일부분을 잘라 낸 경우,M3_POLY_PT191,인수분해 공식의 도형 활용 - 조건 적용,choice:4,73,standard,geometry_diagram,True,0.87
M3_POLY_150_S06_Q149,149,38,60,인수분해 공식의 도형에의 활용: 일부분을 잘라 낸 경우,M3_POLY_PT191,인수분해 공식의 도형 활용 - 조건 적용,choice:4,84,core,geometry_diagram,True,0.87
M3_POLY_150_S06_Q150,150,38,60,인수분해 공식의 도형에의 활용: 일부분을 잘라 낸 경우,M3_POLY_PT191,인수분해 공식의 도형 활용 - 조건 적용,choice:3,73,standard,geometry_diagram,True,0.87
