item_id,source_question_no,source_page,solution_page,source_type_label,primary_problem_type_id,canonical_type_name,answer_key,accuracy,difficulty,representation_type,requires_visual_reading,mapping_confidence
M3_POLY_150_S10_Q133,133,34,56,인수분해 공식을 이용하여 식의 값 구하기(1) 문자의 값이 주어질 때,M3_POLY_PT188,인수분해 공식을 이용한 식의 값 구하기 - 조건 적용,1,71,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q134,134,34,57,인수분해 공식을 이용하여 식의 값 구하기(1) 문자의 값이 주어질 때,M3_POLY_PT188,인수분해 공식을 이용한 식의 값 구하기 - 조건 적용,choice:4,74,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q135,135,34,57,인수분해 공식을 이용하여 식의 값 구하기(1) 문자의 값이 주어질 때,M3_POLY_PT188,인수분해 공식을 이용한 식의 값 구하기 - 조건 적용,choice:1,77,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q136,136,34,57,인수분해 공식을 이용하여 식의 값 구하기(2) 식의 조건이 주어질 때,M3_POLY_PT188,인수분해 공식을 이용한 식의 값 구하기 - 조건 적용,4,37,advanced,symbolic_expression,False,0.88
M3_POLY_150_S10_Q137,137,35,57,인수분해 공식을 이용하여 식의 값 구하기(2) 식의 조건이 주어질 때,M3_POLY_PT188,인수분해 공식을 이용한 식의 값 구하기 - 조건 적용,8,48,advanced,symbolic_expression,False,0.88
M3_POLY_150_S10_Q138,138,35,57,인수분해 공식을 이용하여 식의 값 구하기(2) 식의 조건이 주어질 때,M3_POLY_PT188,인수분해 공식을 이용한 식의 값 구하기 - 조건 적용,choice:3,71,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q139,139,35,57,인수분해 공식을 이용하여 식의 값 구하기(2) 식의 조건이 주어질 때,M3_POLY_PT188,인수분해 공식을 이용한 식의 값 구하기 - 조건 적용,choice:1,74,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q140,140,35,57,인수분해 공식을 이용하여 식의 값 구하기(2) 식의 조건이 주어질 때,M3_POLY_PT188,인수분해 공식을 이용한 식의 값 구하기 - 조건 적용,choice:2,71,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q141,141,36,58,인수분해 공식을 이용하여 식의 값 구하기(2) 식의 조건이 주어질 때,M3_POLY_PT188,인수분해 공식을 이용한 식의 값 구하기 - 조건 적용,choice:5,70,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q142,142,36,58,인수분해 공식을 이용하여 식의 값 구하기(2) 식의 조건이 주어질 때,M3_POLY_PT188,인수분해 공식을 이용한 식의 값 구하기 - 조건 적용,0,72,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q143,143,36,58,인수분해 공식을 이용하여 식의 값 구하기(2) 식의 조건이 주어질 때,M3_POLY_PT188,인수분해 공식을 이용한 식의 값 구하기 - 조건 적용,choice:2,83,core,symbolic_expression,False,0.88
M3_POLY_150_S10_Q144,144,36,58,인수분해 공식을 이용하여 식의 값 구하기(2) 식의 조건이 주어질 때,M3_POLY_PT188,인수분해 공식을 이용한 식의 값 구하기 - 조건 적용,20,71,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q145,145,37,58,인수분해 공식을 이용하여 식의 값 구하기(2) 식의 조건이 주어질 때,M3_POLY_PT188,인수분해 공식을 이용한 식의 값 구하기 - 조건 적용,0,55,advanced,symbolic_expression,False,0.88
M3_POLY_150_S10_Q146,146,37,58,인수분해 공식을 이용하여 식의 값 구하기(2) 식의 조건이 주어질 때,M3_POLY_PT188,인수분해 공식을 이용한 식의 값 구하기 - 조건 적용,0,54,advanced,symbolic_expression,False,0.88
M3_POLY_150_S10_Q147,147,37,58,인수분해 공식을 이용하여 식의 값 구하기(2) 식의 조건이 주어질 때,M3_POLY_PT188,인수분해 공식을 이용한 식의 값 구하기 - 조건 적용,choice:4,80,core,symbolic_expression,False,0.88
M3_POLY_150_S10_Q148,148,37,58,인수분해 공식을 이용하여 식의 값 구하기(2) 식의 조건이 주어질 때,M3_POLY_PT188,인수분해 공식을 이용한 식의 값 구하기 - 조건 적용,3,65,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q149,149,38,58,인수분해 공식을 이용하여 식의 값 구하기(2) 식의 조건이 주어질 때,M3_POLY_PT188,인수분해 공식을 이용한 식의 값 구하기 - 조건 적용,choice:4,68,standard,symbolic_expression,False,0.88
M3_POLY_150_S10_Q150,150,38,59,인수분해 공식을 이용하여 식의 값 구하기(2) 식의 조건이 주어질 때,M3_POLY_PT188,인수분해 공식을 이용한 식의 값 구하기 - 조건 적용,2,56,advanced,symbolic_expression,False,0.88
